报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),431522,101218,65014,331309,142563,79775,45043,126821,41903,10694,4289,36379,18807,13974,7310,32867,22407,14285,8664,35707,25821,19066,12783,35635,65360,75579,
投资所支付的现金(万元),205199,126202,98265,243653,212379,139612,72640,367358,126016,99544,56632,217077,156680,104309,69216,186278,98795,71583,26659,105628,28464,18976,22000,60353,91077,63994,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,4672,,,,,,,,,,,,980,,,,962,,,,,,,
支付的其他与投资活动有关的现金(万元),17235,15896,5040,33107,28147,18069,2821,22380,430,225,44,37083,9350,8577,4300,11300,297,,,,19506,19292,91,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),653956,243316,168318,612740,383089,237456,120504,516559,168349,110463,60965,290538,184837,126861,80826,231426,121499,85868,35323,142296,73791,57334,34875,95988,156436,139573,
投资活动产生的现金流量净额(万元),-469858,-97233,-60018,-446731,-302021,-176664,-70888,-269857,41503,72386,-43586,-137314,-87305,-60729,-55577,-56666,-98545,-65185,-30852,-97392,-48479,-37834,-34211,-86067,-147014,-125284,
吸收投资收到的现金(万元),46934,17451,39558,35377,17772,9638,706,35247,15231,7141,900,189786,187286,185924,,12556,11800,10900,900,1441,1250,,,16690,41075,,
其中：子公司吸收少数股东投资收到的现金(万元),46934,17451,39558,35377,17772,9638,706,35247,15231,7141,900,11161,8661,7298,,12556,11800,10900,900,1441,1250,,,16690,9509,,
取得借款收到的现金(万元),2519009,1433030,649451,2148055,1805596,983397,418722,1723459,1296246,869050,524687,1680958,1295721,741156,379105,1480171,1058425,849114,347214,1407487,1191933,1071776,421897,854695,500204,401371,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),728039,724789,202000,71843,16890,12100,2000,104700,,,,85464,35464,33164,30000,131249,1151,1209,16173,1759,130322,550,150,1284,102085,3164,
筹资活动现金流入小计(万元),3293982,2175269,891009,2255275,1840259,1005135,421428,1863406,1311477,876191,525587,1956208,1518471,960244,409105,1623975,1071376,861223,364287,1410687,1323505,1072326,422047,872669,643364,404535,
偿还债务支付的现金(万元),1455995,1086794,498475,1544431,1124174,507029,171200,1525157,996893,560128,246895,1660054,1018819,607195,275184,1131031,564869,400101,176847,911893,713530,619353,205142,865428,345265,256096,
分配股利、利润或偿付利息所支付的现金(万元),93133,59280,28216,134423,83500,42175,20074,101565,75739,39706,16425,73712,46758,26497,14280,92861,60199,45135,12770,45480,33107,21124,12812,34232,54292,14205,
其中：子公司支付给少数股东的股利、利润(万元),,,,1619,2199,1364,,4732,2667,,767,4281,3726,,,14712,,70,,637,,,,2851,2094,606,
支付其他与筹资活动有关的现金(万元),50821,50015,50015,79571,23204,66404,,30142,30000,30000,30000,12000,,,,155,,,1000,,,,,0,,100753,
筹资活动现金流出小计(万元),1599948,1196089,576705,1758425,1230879,615608,191274,1656864,1102632,629834,293320,1745767,1065577,633691,289464,1224047,625067,445236,190617,957373,746637,640477,217954,899661,399557,371055,
筹资活动产生的现金流量净额(万元),1694034,979180,314304,496850,609380,389527,230154,206542,208845,246358,232267,210441,452894,326553,119641,399928,446308,415987,173671,453314,576868,431849,204093,-26992,243807,33481,
汇率变动对现金及现金等价物的影响(万元),-2085,-5376,-1642,-2606,-1919,-2691,-2691,-4128,-185,-417,-71,2211,461,278,174,-1364,-714,55,-53,270,-20,806,1018,-2182,-366,-219,
现金及现金等价物净增加额(万元),310746,424443,-197248,111478,3518,-175312,-217230,169774,66982,24370,-143812,-197764,313765,-226416,-378650,409566,198455,263351,-187946,103081,184664,81080,6126,-193170,252243,-116323,
加:期初现金及现金等价物余额(万元),854782,854782,854782,743304,743304,743304,743304,573530,573530,573530,573530,771294,771294,771294,771294,361728,361728,361728,520773,258647,258647,258647,258647,451817,199575,315898,
期末现金及现金等价物余额(万元),1165528,1279225,657534,854782,746822,567993,526074,743304,640512,597900,429718,573530,1085059,544877,392644,771294,560183,625080,332828,361728,443311,339727,264773,258647,451817,199575,
净利润(万元),,49998,,112209,,41655,,100312,,37523,,93077,,32676,,91259,,,,73337,,,,69990,51348,43575,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,37625,,82138,,19434,,38950,,-1732,,36157,,4108,,36965,,,,22385,,,,27186,2658,9464,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,15778,,33880,,16012,,32382,,17799,,31115,,15485,,32845,,,,33088,,,,30869,30100,28811,
无形资产摊销(万元),,7502,,6809,,3914,,3032,,1348,,3669,,1260,,2538,,,,2266,,,,2204,2112,1427,
长期待摊费用摊销(万元),,1044,,878,,404,,751,,578,,278,,60,,181,,,,140,,,,262,272,128,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-174,,-72,,-24,,-511,,836,,-2112,,-277,,-12177,,,,-1961,,,,-4204,5,-2331,
固定资产报废损失(万元),,80,,355,,,,,,,,,,,,,,,,,,,,,,37,
公允价值变动损失(万元),,-3594,,,,,,,,,,,,,,,,,,-116,,,,-3258,1310,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,57110,,85801,,41696,,83286,,37761,,60890,,28751,,64727,,,,46748,,,,28238,20306,13786,
投资损失(万元),,-5029,,-11130,,-833,,-4380,,-1892,,-9769,,-626,,-7763,,,,-9626,,,,-9138,-2496,-1359,
递延所得税资产减少(万元),,-1783,,-17412,,-1835,,-9238,,56,,-9474,,-11,,-7308,,,,-3409,,,,-6977,1151,-2473,
递延所得税负债增加(万元),,-178,,-205,,,,82,,-41,,566,,-3,,239,,,,-260,,,,-2,281,-9,
存货的减少(万元),,-575524,,-168217,,-368394,,-242559,,-238925,,-530363,,-206534,,-427031,,,,-488881,,,,-154955,-106627,-318533,
经营性应收项目的减少(万元),,-59000,,-420514,,-102507,,-324625,,-214212,,-359354,,-257968,,-259100,,,,-382376,,,,-251195,-123636,73000,
经营性应付项目的增加(万元),,24016,,359446,,27881,,557280,,66946,,408545,,-115518,,539841,,,,438271,,,,184013,260901,129819,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,-62889,,2457,,,,3673,,6079,,12455,,,,17283,,,,9038,18131,357,
经营活动产生现金流量净额(万元),,-452128,,63965,,-385484,,237217,,-293956,,-273102,,-492517,,67668,,,,-253112,,,,-77929,155816,-24301,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,4416,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,61455,,,
现金的期末余额(万元),1165528,1279225,657534,854782,746822,567993,526074,743304,640512,597900,429718,573530,1085059,544877,392644,771294,560183,625080,332828,361728,443311,339727,264773,258647,451817,199575,
现金的期初余额(万元),854782,854782,854782,743304,743304,743304,743304,573530,573530,573530,573530,771294,771294,771294,771294,361728,361728,361728,520773,258647,258647,258647,258647,451817,199575,315898,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),310746,424443,-197248,111478,3518,-175312,-217230,169774,66982,24370,-143812,-197764,313765,-226416,-378650,409566,198455,263351,-187946,103081,184664,81080,6126,-193170,252243,-116323,

