报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
长期待摊费用摊销(万元),,13,,3,,2,,1,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-3,,5,,-0,,,,-7,,317,,-3,,353,,-14,,170,-16,-10,4,
固定资产报废损失(万元),,,,9,,2,,-11,,,,30,,,,-3,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,-76,,259,,24,,22,,-76,,1294,,1161,,2366,,1113,,2207,2196,2656,2029,
投资损失(万元),,,,,,,,-229,,-194,,,,,,,,,,-21,-17,,,
递延所得税资产减少(万元),,187,,-252,,268,,-233,,12,,330,,423,,-132,,-22,,42,-182,-32,-129,
递延所得税负债增加(万元),,360,,685,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,10665,,-26377,,-5301,,-8652,,1589,,-7041,,1988,,-3978,,1980,,-1477,3127,-14325,-2313,
经营性应收项目的减少(万元),,2602,,-3056,,-638,,-579,,365,,-536,,-207,,39,,163,,250,-3588,3709,3960,
经营性应付项目的增加(万元),,-10119,,4555,,-5798,,-11099,,-24364,,16731,,-8258,,8568,,-3719,,5245,-4293,7293,5623,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,1000,,
经营活动产生现金流量净额(万元),,21032,,8620,,7436,,10705,,-5572,,38958,,8948,,28216,,9220,,23086,12466,12538,19338,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),49429,59516,37112,16604,43822,43380,40761,36973,29293,31815,43916,47824,31580,51960,70231,32430,21427,24185,46017,22306,22380,31114,11637,
现金的期初余额(万元),16604,16604,21604,36973,36973,36973,36973,47824,47824,47824,47824,32430,32430,32430,32430,22306,22306,22306,22306,22380,31114,11637,12505,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),32824,42912,15508,-20369,6849,6407,3788,-10851,-18531,-16009,-3908,15394,-850,19530,37801,10124,-879,1879,23711,-74,-8735,19477,-868,

