报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
净利润(万元),,3296,,5572,,3190,,5067,,2193,,4115,2871,1909,,4098,3210,5839,5381,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,91,,77,,432,,652,,790,,5,211,176,,135,261,481,292,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1548,,2620,,1201,,2398,,1223,,2439,1830,1221,,2277,1677,2004,1953,,,,,
无形资产摊销(万元),,29,,57,,29,,55,,27,,54,40,27,,50,37,47,33,,,,,
长期待摊费用摊销(万元),,1,,1,,1,,1,,1,,1,1,1,,1,1,1,1,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,,1,,10,,89,,-13,,15,10,7,,22,13,81,92,,,,,
固定资产报废损失(万元),,109,,68,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,95,,-23,,9,,-12,,-22,,126,99,80,,628,515,969,865,,,,,
投资损失(万元),,-237,,-718,,-400,,-520,,-62,,,,,,,,,,,,,,
递延所得税资产减少(万元),,36,,60,,-232,,-131,,-116,,39,5,3,,14,7,-50,-91,,,,,
递延所得税负债增加(万元),,343,,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,698,,-1948,,208,,-1026,,834,,1760,1372,1639,,2393,1578,-632,457,,,,,
经营性应收项目的减少(万元),,-3609,,-6112,,-2023,,-143,,-1842,,-760,-1551,-1093,,1197,-1066,83,-3390,,,,,
经营性应付项目的增加(万元),,-521,,7501,,1683,,2656,,933,,738,829,537,,-1813,-725,843,836,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,1877,,7157,,4109,,9088,,3946,,8532,5717,4505,,9002,5508,9665,6429,,,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),2323,4830,4041,5265,1571,3370,14728,4928,2107,3710,12695,2975,1322,1965,1786,1969,1081,1938,2036,2803,1756,1025,656,
现金的期初余额(万元),5265,5265,5265,4928,4928,4928,4928,2975,2975,2975,2975,1969,1969,1969,1969,1938,1938,2036,2803,1756,1025,656,354,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-2941,-435,-1223,337,-3357,-1558,9800,1953,-867,736,9721,1005,-647,-4,-183,31,-857,-97,-767,1046,732,369,302,

