报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
经营活动现金流出小计(万元),59553,42123,19803,80059,55391,31521,11137,37086,24228,18982,10138,25047,16895,9686,7294,14557,10188,6480,3582,14324,14553,11333,7257,
经营活动产生的现金流量净额(万元),-6031,-10116,-286,-20100,-23748,-12450,-3371,-23630,-13584,-11250,-3900,-11659,-8380,-4529,-1008,-1654,-2768,-1068,-123,-4130,-2740,-4836,2575,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,1,,
取得投资收益所收到的现金(万元),,,,25,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),154,148,31,52,,,,0,,,,2,1,,,,,,,,,6,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,390,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),154,148,31,78,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,397,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1226,1106,936,1042,1568,717,80,3016,1637,1393,140,1242,713,366,118,294,143,63,50,165,742,993,176,
投资所支付的现金(万元),,,,5210,25860,24962,,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,24848,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),1226,1106,936,31100,27428,25679,80,3016,1637,1393,140,1242,713,366,118,294,143,63,50,165,742,993,176,
投资活动产生的现金流量净额(万元),-1072,-958,-905,-31022,-27428,-25679,-80,-3016,-1637,-1393,-140,-1240,-713,-366,-118,-294,-143,-63,-50,-165,-742,-596,-176,
吸收投资收到的现金(万元),,,,86444,88096,88096,,147,147,147,,24080,24080,24080,22707,,,,,,,3753,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,96,96,96,,147,147,147,,,,,,,,,,,,,,
取得借款收到的现金(万元),68239,50548,16096,82223,61071,48555,20000,41360,23490,18000,12000,8200,4700,1700,1700,17165,12315,4315,1815,13786,9841,2935,1200,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,7193,,,,1164,,,,,,,1373,,,,,,,,200,
筹资活动现金流入小计(万元),68239,50548,16096,175860,149167,136651,20000,42671,23637,18147,12000,32280,28780,25780,25780,17165,12315,4315,1815,13786,9841,6688,1400,
偿还债务支付的现金(万元),53288,35315,19800,66673,29970,25430,16180,8230,4720,4700,1700,14000,12000,12000,1150,13551,8701,3656,1150,9241,5886,2159,1000,
分配股利、利润或偿付利息所支付的现金(万元),2573,3529,841,6890,2522,1483,606,4123,3385,325,116,1697,1587,1535,202,757,560,355,167,597,224,84,70,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1092,,,13390,1748,1748,,1058,,,,1373,1373,1373,14,,,,,,,274,210,
筹资活动现金流出小计(万元),56953,38844,20641,86953,34240,28662,16786,13412,8105,5025,1816,17070,14960,14908,1366,14308,9261,4011,1317,9838,6110,2517,1280,
筹资活动产生的现金流量净额(万元),11285,11703,-4545,88906,114927,107990,3214,29259,15532,13122,10184,15210,13820,10872,24414,2857,3054,304,498,3948,3732,4171,120,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),4182,630,-5736,37784,63751,69861,-237,2613,312,479,6144,2311,4727,5977,23288,908,143,-827,325,-348,250,-1261,2520,
加:期初现金及现金等价物余额(万元),44916,44916,44916,7131,7334,7334,7131,4518,4518,4518,4518,2207,2207,2207,2207,1299,1299,1299,1299,1647,1397,2658,138,
期末现金及现金等价物余额(万元),49098,45546,39180,44916,71084,77195,6894,7131,4830,4997,10662,4518,6934,8184,25495,2207,1442,472,1624,1299,1647,1397,2658,
净利润(万元),,22250,,34401,,18577,,17276,,6674,,10054,,2398,,4971,3162,2217,,4766,4600,4240,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,1798,,6135,,1150,,2838,,525,,1973,,361,,964,388,161,,619,445,135,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,355,,752,,323,,410,,165,,222,,102,,190,141,95,,193,171,128,,
无形资产摊销(万元),,48,,55,,36,,12,,6,,12,,6,,12,9,6,,12,12,4,,
长期待摊费用摊销(万元),,168,,366,,51,,82,,40,,25,,,,3,3,3,,12,36,8,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-41,,-18,,,,2,,,,9,,,,2,0,0,,1,6,-3,,
固定资产报废损失(万元),,,,3,,,,,,,,,,,,,,,,,,0,,
公允价值变动损失(万元),,,,,,-532,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,1744,,3768,,1582,,1229,,247,,486,,318,,756,558,364,,621,224,84,,
投资损失(万元),,117,,-214,,35,,,,,,,,,,,,,,,,,,
递延所得税资产减少(万元),,-246,,-892,,-286,,-399,,-89,,-339,,-127,,-162,-70,-25,,-13,-174,-96,,
递延所得税负债增加(万元),,21,,10,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-25827,,-1128,,-27365,,-9249,,-14020,,-15369,,-6228,,-3433,-1336,-3542,,-9831,-3130,-1159,,
经营性应收项目的减少(万元),,-21618,,-87061,,-29606,,-56090,,-7423,,-16491,,-2277,,-9994,-9911,-3647,,-4699,-6961,-10187,,
经营性应付项目的增加(万元),,11115,,23722,,23585,,20259,,2625,,7759,,918,,5038,4289,3300,,4189,2034,2009,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-10116,,-20100,,-12450,,-23630,,-11250,,-11659,,-4529,,-1654,-2768,-1068,,-4130,-2740,-4836,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),49098,,39180,44916,71084,77195,6894,7131,4830,4997,10662,4518,6934,8184,25495,2207,1442,472,1624,1299,1647,1397,2658,
现金的期初余额(万元),44916,,44916,7131,7334,7334,7131,4518,4518,4518,4518,2207,2207,2207,2207,1299,1299,1299,1299,1647,1397,2658,138,
现金等价物的期末余额(万元),,45546,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,44916,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),4182,630,-5736,37784,63751,69861,-237,2613,312,479,6144,2311,4727,5977,23288,908,143,-827,325,-348,250,-1261,2520,

