报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,,,,,,,,
投资损失(万元),,,,,,,,,,,
递延所得税资产减少(万元),,,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,,,,,,,,,
经营性应收项目的减少(万元),,,,,,,,,,,
经营性应付项目的增加(万元),,,,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,,,,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),7316,2201,2565,4096,2204,3153,1866,1962,7055,10038,
现金的期初余额(万元),4096,4096,4096,1962,1962,1962,1962,7055,10038,832,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),3220,-1896,-1532,2135,242,1191,-96,-5093,-2982,9206,

