报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
筹资活动产生的现金流量净额(万元),43595,-14543,-18190,-18103,-19019,-13697,-6442,2342,-7982,-6906,
汇率变动对现金及现金等价物的影响(万元),-1074,-589,1245,2017,207,-3701,-1240,2363,2581,-37,
现金及现金等价物净增加额(万元),32038,-5867,3462,-6410,-7809,-454,-9189,45966,-15895,23632,
加:期初现金及现金等价物余额(万元),85425,85425,81963,81963,81963,82418,82418,36452,52347,28716,
期末现金及现金等价物余额(万元),117464,79558,85425,75554,74155,81963,73228,82418,36452,52347,
净利润(万元),,,34523,,,30945,2549,27776,31859,38757,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,2860,,,3569,518,-384,1872,663,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,1540,,,1243,587,1121,877,876,
无形资产摊销(万元),,,266,,,175,103,323,327,78,
长期待摊费用摊销(万元),,,504,,,363,160,210,169,91,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-5,,,6,1,-51,50,3,
固定资产报废损失(万元),,,5,,,13,3,2,33,3,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,-1155,,,3701,1240,-2220,-2378,200,
投资损失(万元),,,-374,,,-806,-436,-73,21,-544,
递延所得税资产减少(万元),,,-793,,,-470,-437,302,-518,-169,
递延所得税负债增加(万元),,,95,,,,,,,,
存货的减少(万元),,,-16901,,,-14809,-31560,1742,-2969,-3570,
经营性应收项目的减少(万元),,,-18140,,,-17996,-676,27613,-32511,10880,
经营性应付项目的增加(万元),,,25614,,,6170,26050,-15181,-3259,-6937,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,28,,,-336,-104,6032,-110,-255,
经营活动产生现金流量净额(万元),,,28067,,,11769,-2003,47212,-6536,40075,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),117464,79558,85425,75554,74155,81963,73228,82418,36452,52347,
现金的期初余额(万元),85425,85425,81963,81963,81963,82418,82418,36452,52347,28716,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),32038,-5867,3462,,,-454,-9189,45966,-15895,23632,

