报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
筹资活动现金流入小计(万元),0,0,3000,3000,11000,10000,11000,9000,9126,1100,19260,
偿还债务支付的现金(万元),3000,3000,7824,7619,14826,11826,10126,6921,2080,3280,2030,
分配股利、利润或偿付利息所支付的现金(万元),3048,3048,3111,3105,2397,5826,1425,4747,3382,317,4459,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,260,,,,,63,,,,,
筹资活动现金流出小计(万元),6048,6308,10935,10725,17223,17651,11614,11668,5462,3597,6489,
筹资活动产生的现金流量净额(万元),-6048,-6308,-7935,-7725,-6223,-7651,-614,-2668,3664,-2497,12771,
汇率变动对现金及现金等价物的影响(万元),,,,,,0,0,-0,-0,-3,-8,
现金及现金等价物净增加额(万元),-17799,-11978,-8576,-22326,9937,4769,6523,-518,4202,2905,9091,
加:期初现金及现金等价物余额(万元),29462,29462,38038,38141,28102,23333,16973,17492,13289,10384,1293,
期末现金及现金等价物余额(万元),11663,17485,29462,15815,38038,28102,23496,16973,17492,13289,10384,
净利润(万元),,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,,,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,,,,,,,,,,
无形资产摊销(万元),,,,,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,
投资损失(万元),,,,,,,,,,,,
递延所得税资产减少(万元),,,,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,,,,,,,,,,,
经营性应收项目的减少(万元),,,,,,,,,,,,
经营性应付项目的增加(万元),,,,,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,,,,,,,,,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),11663,17485,29462,15815,38038,28102,23496,16973,17492,13289,10384,
现金的期初余额(万元),29462,29462,38038,38141,28102,23333,16973,17492,13289,10384,1293,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-17799,-11978,-8576,-22326,9937,4769,6523,-518,4202,2905,9091,

