报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2011-09-30,
处置固定资产、无形资产和其他长期资产的损失(万元),,5,,529,,24,,16,,145,,811,,12,,419,,11,82,436,-42,,4569,,
固定资产报废损失(万元),,,,,,9,,194,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-5904,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,358,,770,,265,,452,,153,,924,,472,,171,,985,3689,3638,3793,,4471,,
投资损失(万元),,-5752,,-64779,,-9654,,-11857,,-3609,,-11774,,-5794,,-9126,,-5323,-4027,-5228,-996,,-478,,
递延所得税资产减少(万元),,425,,-365,,-301,,-176,,-1863,,-463,,-555,,838,,1250,-1306,-1988,-3468,,-702,,
递延所得税负债增加(万元),,279,,-1466,,,,,,-1136,,,,-2139,,2285,,-3,-7,-7,-7,,-3,,
存货的减少(万元),,6331,,-57293,,2892,,-3307,,-16555,,4687,,21822,,-36528,,-8171,-9214,-26728,-42839,,5373,,
经营性应收项目的减少(万元),,-36888,,-19128,,-16172,,-37297,,-37429,,14564,,-30129,,-21453,,-83809,-24971,-15728,-88204,,3395,,
经营性应付项目的增加(万元),,113332,,-36155,,48877,,13713,,54906,,-146686,,-39854,,93817,,70869,10783,52501,51959,,5646,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,175865,,56332,,134543,,147271,,102495,,35275,,46032,,201118,,64182,99341,112618,36456,,112079,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),664736,919544,757489,735183,701120,857404,669667,787187,733775,816276,851746,745387,788560,401510,600298,375388,363519,300049,265383,213096,156176,,166969,,
现金的期初余额(万元),735183,735183,735183,787187,787187,787187,787187,745387,745387,745387,745387,375388,375388,375388,375388,265383,265383,265383,213096,156176,166969,,134217,,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-70446,184362,22306,-52004,-86067,70218,-117520,41800,-11612,70889,106359,369999,413173,26122,224910,110004,98135,34665,52287,56920,-10793,,32752,,

