报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
资产减值准备(万元),,194,269,,250,105,134,69,44,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,92,186,,145,61,116,131,124,
无形资产摊销(万元),,12,23,,9,0,1,1,1,
长期待摊费用摊销(万元),,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,-3,-5,,,2,
固定资产报废损失(万元),,,2,,,,,,,
公允价值变动损失(万元),,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,
预计负债(万元),,,,,,,,,,
财务费用(万元),,-155,-60,,,,30,60,51,
投资损失(万元),,-21,-99,,-142,-79,-78,-8,,
递延所得税资产减少(万元),,-38,-36,,-31,-1,-57,-14,-43,
递延所得税负债增加(万元),,169,230,,154,86,110,,,
存货的减少(万元),,-1331,-1182,,1664,215,-2965,-1277,-1914,
经营性应收项目的减少(万元),,503,-8504,,-7374,-3014,-789,-1722,-1053,
经营性应付项目的增加(万元),,-3749,5646,,-362,-1744,4594,1364,2549,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,
其他(万元),,62,260,,74,-283,97,279,418,
经营活动产生现金流量净额(万元),,-115,5093,,584,-2441,4815,690,1381,
债务转为资本(万元),,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,
现金的期末余额(万元),46170,13988,14380,4207,9314,7137,9800,3216,1623,
现金的期初余额(万元),14380,14380,9314,9601,9800,9800,3216,1623,442,
现金等价物的期末余额(万元),,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,
现金及现金等价物的净增加额(万元),31790,-392,5066,,-485,-2663,6584,1593,1180,

