报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
收到的其他与投资活动有关的现金(万元),13000,13000,,,,,,154,154,5,610,1221,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),13056,13056,0,91,108,0,0,166,166,190,619,1232,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6756,3531,1611,4674,3865,2956,2098,7690,6819,4243,6510,2807,
投资所支付的现金(万元),,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,109,950,,
支付的其他与投资活动有关的现金(万元),23000,23000,23000,,,,1406,,,5,610,1155,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),29756,26531,24611,4674,3865,2956,3504,7690,6819,4357,8070,3962,
投资活动产生的现金流量净额(万元),-16700,-13475,-24611,-4583,-3757,-2956,-3504,-7524,-6653,-4167,-7451,-2730,
吸收投资收到的现金(万元),,,,44497,,,,,,2000,12800,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),14500,11000,,40500,31786,18500,10478,36454,33342,43235,27166,16000,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,301,1002,1002,692,2733,2178,1000,13563,12489,
筹资活动现金流入小计(万元),14500,11000,0,85299,32787,19502,11170,39188,35520,46235,53530,28489,
偿还债务支付的现金(万元),16500,11000,,36964,28464,14964,8964,40560,30460,30264,17500,16000,
分配股利、利润或偿付利息所支付的现金(万元),3655,3373,286,1668,906,613,425,1293,817,9412,2162,4678,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1558,1497,1522,3344,2474,1390,790,0,,2612,25777,9713,
筹资活动现金流出小计(万元),21713,15871,1808,41976,31843,16967,10179,41853,31277,42288,45439,30391,
筹资活动产生的现金流量净额(万元),-7213,-4871,-1808,43323,944,2535,991,-2665,4243,3947,8091,-1901,
汇率变动对现金及现金等价物的影响(万元),26,2,-11,328,311,121,-95,-100,-62,61,-20,-5,
现金及现金等价物净增加额(万元),-24919,-29289,-33274,32173,-7185,-5359,-9511,6749,-147,2904,1453,-4398,
加:期初现金及现金等价物余额(万元),45811,45811,45811,13638,13638,13638,13638,6888,6888,3985,2532,6930,
期末现金及现金等价物余额(万元),20892,16522,12537,45811,6452,8279,4127,13638,6741,6888,3985,2532,
净利润(万元),,4016,,9245,,4743,,8802,,8374,6964,3833,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-16,,691,,-617,,1104,,1240,923,229,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2440,,4458,,2132,,3525,,2929,2293,1963,
无形资产摊销(万元),,69,,127,,58,,92,,46,43,26,
长期待摊费用摊销(万元),,17,,34,,17,,34,,31,18,44,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-3,,-9,,,,6,,,,-10,
固定资产报废损失(万元),,22,,12,,9,,5,,925,7,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,588,,1376,,520,,1440,,1230,1263,1215,
投资损失(万元),,-41,,,,,,,,-0,,,
递延所得税资产减少(万元),,128,,-53,,148,,-57,,-199,-162,17,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,2332,,-7965,,335,,-2197,,-9907,-3793,-3067,
经营性应收项目的减少(万元),,-730,,-7175,,8753,,-14025,,-22496,-18457,-4267,
经营性应付项目的增加(万元),,-19766,,-7635,,-21157,,18309,,17830,11735,255,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,3060,,,
经营活动产生现金流量净额(万元),,-10944,,-6895,,-5059,,17038,,3063,834,238,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),20892,16522,12537,45811,6452,8279,4127,13638,6741,6888,3985,2532,
现金的期初余额(万元),45811,45811,45811,13638,13638,13638,13638,6888,6888,3985,2532,6930,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-24919,-29289,-33274,32173,-7185,-5359,,6749,,2904,1453,-4398,

