报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),26098,21586,17342,28442,21403,12386,8477,101912,24802,12411,6347,7433,10048,
投资所支付的现金(万元),20000,,,3200,3200,2840,540,41020,77091,34314,78275,3829,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,611,611,738,198,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),46098,21586,17342,31642,24603,15226,9017,142932,102503,47336,85359,11460,10048,
投资活动产生的现金流量净额(万元),-45810,-21298,-17054,-30699,-23659,-14283,-8905,-75471,1849,12056,-64768,-11416,-10046,
吸收投资收到的现金(万元),125606,125606,,300,300,,,1500,3475,3100,145000,30089,20,
其中：子公司吸收少数股东投资收到的现金(万元),,,,300,300,,,1500,3475,3100,,40,20,
取得借款收到的现金(万元),,,,2000,2000,,,3000,5000,5000,9000,27000,20700,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),3400,3400,2000,6500,2000,,,,11982,6000,,8000,8000,
筹资活动现金流入小计(万元),129006,129006,2000,8800,4300,0,0,4500,20457,14100,154000,65089,28720,
偿还债务支付的现金(万元),2000,,,,,,,3000,5000,5000,36000,17700,6864,
分配股利、利润或偿付利息所支付的现金(万元),176,168,119,93,62,,,288,226,121,1361,2485,1915,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),8661,8600,5500,3000,,,,8498,3213,49,100,24500,5000,
筹资活动现金流出小计(万元),10837,8768,5619,3093,62,0,0,11786,8438,5170,37461,44685,13779,
筹资活动产生的现金流量净额(万元),118169,120238,-3619,5707,4238,0,0,-7286,12019,8930,116539,20404,14941,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),131918,123438,-20212,37183,18941,2397,-8519,-27317,36284,50392,37147,11965,1651,
加:期初现金及现金等价物余额(万元),117967,117967,112718,75535,75535,75535,69949,97266,58206,58206,20497,7722,4222,
期末现金及现金等价物余额(万元),249886,241405,92506,112718,94476,77932,61430,69949,94490,108598,57645,19687,5872,
净利润(万元),,37324,,60638,,29379,,46429,32641,,,,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,16,,-68,,-1,,-1205,52790,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,8604,,15325,,6754,,10006,5388,,,,,
无形资产摊销(万元),,81,,98,,42,,122,123,,,,,
长期待摊费用摊销(万元),,684,,157,,55,,114,212,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,249,,444,,325,,470,2637,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,168,,162,,,,288,17369,,,,,
投资损失(万元),,569,,2735,,643,,-428,882,,,,,
递延所得税资产减少(万元),,-23,,46,,10,,-71,1527,,,,,
递延所得税负债增加(万元),,-237,,1982,,,,,,,,,,
存货的减少(万元),,-32,,1136,,349,,2227,1586,,,,,
经营性应收项目的减少(万元),,-18597,,2398,,-6915,,-39109,-441125,,,,,
经营性应付项目的增加(万元),,-4307,,-22877,,-13962,,36597,348387,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,24498,,62175,,16679,,55440,22416,,,,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),249886,241405,92506,112718,94476,77932,61430,69949,94490,108598,57645,19687,5872,
现金的期初余额(万元),117967,117967,112718,75535,75535,75535,69949,97266,58206,58206,20497,7722,4222,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),131918,123438,-20212,37183,,2397,,-27317,36284,50392,37147,11965,1651,

