报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2014-03-31,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,5361,,2261,3807,3940,3717,633,
无形资产摊销(万元),,,370,,179,211,178,214,3,
长期待摊费用摊销(万元),,,192,,79,175,111,103,,
待摊费用的减少(万元),,,,,,,,,-201,
预提费用的增加(万元),,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,83,,92,-4,2,1,,
固定资产报废损失(万元),,,4,,2,1,0,0,,
公允价值变动损失(万元),,,-749,,-749,749,0,0,,
递延收益增加(减：减少)(万元),,,,,,,,,,
预计负债(万元),,,,,,,,,,
财务费用(万元),,,-396,,300,-522,1025,-1332,238,
投资损失(万元),,,524,,524,784,-95,-175,-148,
递延所得税资产减少(万元),,,592,,80,503,-953,13,,
递延所得税负债增加(万元),,,894,,285,75,158,166,,
存货的减少(万元),,,-5928,,-4318,-2516,-5315,-1217,62,
经营性应收项目的减少(万元),,,-748,,-3148,-5359,-4075,162,-2177,
经营性应付项目的增加(万元),,,4927,,2331,-1673,4695,2768,906,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,
其他(万元),,,,,,1841,0,0,,
经营活动产生现金流量净额(万元),,,34084,,9644,23450,23590,27652,683,
债务转为资本(万元),,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,
现金的期末余额(万元),67948,13465,3938,18047,4662,6526,4062,6894,2492,
现金的期初余额(万元),3938,3938,6526,6526,6526,4062,6894,1970,6172,
现金等价物的期末余额(万元),,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,
现金及现金等价物的净增加额(万元),64010,9528,-2589,11521,-1865,2465,-2832,4924,-3679,

