报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
筹资活动产生的现金流量净额(万元),29059,16255,17808,32,123,209,352,-6847,-9525,-7088,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,
现金及现金等价物净增加额(万元),-700,-4387,4811,8984,-5330,2709,-5491,5064,-3422,4668,
加:期初现金及现金等价物余额(万元),21903,21903,21903,12919,12919,12919,12919,7855,11277,6609,
期末现金及现金等价物余额(万元),21203,17516,26714,21903,7589,15628,7428,12919,7855,11277,
净利润(万元),,7695,5344,11447,,,4757,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,230,180,194,,,194,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2202,1101,4448,,,1139,,,,
无形资产摊销(万元),,129,67,286,,,69,,,,
长期待摊费用摊销(万元),,415,204,629,,,150,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,9,,-5,,,5,,,,
固定资产报废损失(万元),,,2,40,,,5,,,,
公允价值变动损失(万元),,-20,-12,-17,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,254,204,370,,,49,,,,
投资损失(万元),,-621,-222,-853,,,-176,,,,
递延所得税资产减少(万元),,109,-39,4,,,,,,,
递延所得税负债增加(万元),,-2,-1,4,,,,,,,
存货的减少(万元),,5876,5052,-4199,,,2379,,,,
经营性应收项目的减少(万元),,-5341,-2598,-2197,,,-2868,,,,
经营性应付项目的增加(万元),,1902,1770,9025,,,4634,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,1145,1145,3144,,,4289,,,,
经营活动产生现金流量净额(万元),,14245,12373,22264,,,14737,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),21203,17516,26714,21903,7589,15628,7428,12919,7855,11277,
现金的期初余额(万元),21903,21903,21903,12919,12919,12919,12919,7855,11277,6609,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),-700,-4387,4811,8984,-5330,2709,-5491,5064,-3422,4668,

