报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
筹资活动产生的现金流量净额(万元),35864,27019,57426,34700,12832,18999,12147,2635,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,
现金及现金等价物净增加额(万元),-10447,-13365,8232,-4052,2582,-4680,7695,6919,
加:期初现金及现金等价物余额(万元),19739,19739,11507,11507,11507,16187,8492,1572,
期末现金及现金等价物余额(万元),9293,6375,19739,7455,14090,11507,16187,8492,
净利润(万元),13471,8099,13283,9279,5747,9813,9880,5366,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,1636,610,427,170,1994,1156,237,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),10529,6575,9250,6422,3898,4551,2450,1310,
无形资产摊销(万元),197,123,53,152,17,16,5,5,
长期待摊费用摊销(万元),656,442,557,353,217,202,8,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),155,85,114,56,49,96,-72,151,
固定资产报废损失(万元),138,19,164,138,130,113,34,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),1194,716,593,301,195,442,341,502,
投资损失(万元),-90,-74,-8,66,-30,-75,-56,-14,
递延所得税资产减少(万元),-480,-313,-677,-92,7,-350,-133,-2,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,,,,,,,,
经营性应收项目的减少(万元),-27133,-23535,-8027,-12577,-4159,-31521,-11447,-4176,
经营性应付项目的增加(万元),4899,7709,3611,1312,-2626,5855,2670,3001,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),564,460,1304,1037,1075,882,1038,2716,
经营活动产生现金流量净额(万元),5564,1941,20828,6876,4688,-7982,5873,9097,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),9293,6375,19739,7455,14090,11507,16187,8492,
现金的期初余额(万元),19739,19739,11507,11507,11507,16187,8492,1572,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-10447,-13365,8232,-4052,2582,-4680,7695,6919,

