报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
经营活动现金流出小计(万元),107243,71876,39265,137874,100308,62515,29723,122757,88202,52798,124970,125011,121482,
经营活动产生的现金流量净额(万元),25969,14038,902,35204,9423,12535,-1041,22930,13520,3439,25537,17032,11799,
收回投资所收到的现金(万元),29067,23000,290,41257,1307,1307,,,1316,,100,118,,
取得投资收益所收到的现金(万元),,,,408,69,46,46,10,10,10,5,1,1,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,8,,6,4,4,,59,1,1,401,724,54,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,827,,
收到的其他与投资活动有关的现金(万元),,,,3484,,,,1316,,1316,,4228,1600,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),29075,23008,290,45155,1380,1357,46,1385,1327,1327,506,5897,1654,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2904,2434,1566,16795,8279,6144,605,1891,693,424,4548,722,2176,
投资所支付的现金(万元),69200,45476,37519,77057,85577,5740,3440,1607,1327,1355,,100,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,15581,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,3484,,,,,,,1316,,4228,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),72104,47910,39086,112917,93856,11884,4045,3497,2020,1779,5864,822,6404,
投资活动产生的现金流量净额(万元),-43029,-24902,-38795,-67762,-92475,-10526,-3998,-2113,-693,-452,-5358,5076,-4750,
吸收投资收到的现金(万元),,,,68555,68555,68555,,2300,2300,2300,35024,32376,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),83503,64203,14953,39890,43741,14290,5000,20700,14600,10300,23860,25380,10400,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),7649,7649,,4400,4467,3328,,3486,,,5617,33491,12590,
筹资活动现金流入小计(万元),91152,71852,14953,112844,116762,86173,5000,26486,16900,12600,64500,91247,22990,
偿还债务支付的现金(万元),45449,22080,5300,32188,31416,12200,7900,25453,19353,13353,26687,14000,11638,
分配股利、利润或偿付利息所支付的现金(万元),21210,918,343,2739,2586,523,275,17209,16628,628,17418,28383,10492,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,871,770,282,,,,,27672,49241,7466,
筹资活动现金流出小计(万元),66659,22998,5643,35797,34773,13005,8175,42662,35981,13981,71777,91624,29596,
筹资活动产生的现金流量净额(万元),24492,48854,9310,77047,81990,73168,-3175,-16175,-19081,-1381,-7277,-377,-6606,
汇率变动对现金及现金等价物的影响(万元),-358,-871,-851,2035,1205,235,-408,-901,-813,-813,-557,-560,-13,
现金及现金等价物净增加额(万元),7075,37119,-29435,46524,142,75411,-8622,3742,-7068,793,12346,21171,430,
加:期初现金及现金等价物余额(万元),97120,97120,97120,50596,50454,50596,50596,46855,46855,46855,34509,13338,12908,
期末现金及现金等价物余额(万元),104194,134239,67685,97120,50596,126007,41974,50596,39787,47648,46855,34509,13338,
净利润(万元),,23134,,41158,,22680,,32265,,15064,27079,7333,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,-45,,-76,,44,,262,,380,712,1254,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2716,,4242,,1925,,3821,,1955,3715,3895,,
无形资产摊销(万元),,539,,480,,137,,294,,140,224,273,,
长期待摊费用摊销(万元),,204,,140,,3,,3,,,,232,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-8,,29,,27,,5,,4,-162,-121,,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,62,,64,,,,,,,,-21,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,-883,,-794,,281,,2129,,1432,2013,1898,,
投资损失(万元),,83,,-409,,,,-10,,-10,-5,1077,,
递延所得税资产减少(万元),,233,,-135,,-54,,216,,201,-101,197,,
递延所得税负债增加(万元),,-1735,,1093,,761,,459,,466,1562,-150,,
存货的减少(万元),,-151,,-2808,,-6405,,-3295,,-3205,597,-952,,
经营性应收项目的减少(万元),,-12408,,-10079,,-13071,,-20044,,-11042,-10345,-1331,,
经营性应付项目的增加(万元),,5508,,1463,,6325,,7224,,-2058,-219,-8592,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,-3209,,837,,-117,,,,112,,,,
经营活动产生现金流量净额(万元),,14038,,35204,,12535,,22930,,3439,25537,17032,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),104194,134239,67685,97120,50596,126007,41974,50596,39787,47648,46855,34509,13338,
现金的期初余额(万元),97120,97120,97120,50596,50454,50596,50596,46855,46855,46855,34509,13338,12908,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),7075,37119,-29435,46524,142,75411,,3742,,793,12346,21171,430,

