报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
投资损失(万元),,-237,,55,,33,,-94,,-80,-29,,
递延所得税资产减少(万元),,-15,,-73,,-31,,-10,,3,-220,,
递延所得税负债增加(万元),,14,,16,,2,,,,,,,
存货的减少(万元),,-116,,-106,,-24,,-347,,-415,19,,
经营性应收项目的减少(万元),,-2105,,-1763,,-234,,-160,,121,-1425,,
经营性应付项目的增加(万元),,-760,,1427,,-209,,308,,795,620,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,1435,,
经营活动产生现金流量净额(万元),,1586,,7813,,3427,,6708,,6097,3808,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),4331,7261,6957,43614,15857,17620,13173,16982,10703,14172,7408,1216,
现金的期初余额(万元),43614,43614,43684,16982,16982,16982,16982,14172,14172,7408,1216,542,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-39283,-36353,-36727,26632,-1125,638,,2810,,6764,6191,674,

