报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
期末现金及现金等价物余额(万元),2706,7037,5722,1780,4067,4645,2960,5612,1995,4828,4444,3062,15564,3629,3366,3505,6332,2025,,3767,4141,4683,3523,2325,
净利润(万元),,1194,,2270,,1607,,4344,,2247,,3567,,1773,880,4225,,1598,,3215,1978,4279,3967,3475,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-145,,-22,,-15,,55,,38,,378,,183,102,-31,,26,,1,175,182,-38,64,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1015,,1311,,515,,975,,490,,1025,,515,258,1079,,548,,944,414,723,594,515,
无形资产摊销(万元),,137,,174,,57,,120,,62,,138,,67,31,133,,65,,131,64,101,92,44,
长期待摊费用摊销(万元),,908,,1808,,883,,1719,,853,,1624,,796,399,1504,,713,,38,2,2,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-17,,,,,,-32,,,,2,,,,15,,,,3,,13,,-3,
固定资产报废损失(万元),,33,,11,,8,,75,,37,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,691,,2072,,1056,,557,,277,,1207,,527,271,940,,404,,874,329,324,346,225,
投资损失(万元),,13,,,,,,,,,,-23,,-23,,-9,,-9,,,,-68,-4,,
递延所得税资产减少(万元),,49,,0,,-1,,344,,219,,62,,56,43,51,,-140,,-527,-12,-17,-1,-13,
递延所得税负债增加(万元),,-611,,,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,762,,-2590,,-700,,-1018,,-198,,-278,,120,277,-1049,,-119,,-61,447,-744,-895,-1357,
经营性应收项目的减少(万元),,-586,,3807,,255,,1339,,-738,,-6784,,-3215,-1159,1436,,-454,,-819,-2655,-2986,824,-1982,
经营性应付项目的增加(万元),,-744,,3407,,-254,,-643,,265,,-342,,-1094,-873,2567,,1420,,1317,-571,1473,495,1228,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,63,,349,,373,,85,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,2761,,12596,,3785,,7920,,3552,,576,,-296,228,10861,,4052,,5117,171,3283,5382,2196,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),2706,7037,5722,1780,4067,4645,2960,5612,1995,4828,4444,3062,15564,3629,3366,3505,6332,2025,,3767,4141,4683,3523,2325,
现金的期初余额(万元),1780,1780,1780,5612,5612,5612,5612,3062,3062,3062,3062,3505,3505,3505,3505,3767,3767,3767,,4683,4683,3523,2325,726,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),927,5257,3942,-3832,-1544,-967,-2652,2549,-1067,1766,1382,-442,12059,124,-138,-262,2565,-1742,,-915,-541,1159,1198,1599,

