报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),619,,619,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,3531,1493,1340,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),13249,7270,869,21722,17885,9589,9272,5105,17317,8303,6589,
投资活动产生的现金流量净额(万元),-12780,-6865,-868,-21363,-17526,-9255,390,2816,-9371,-7978,-6234,
吸收投资收到的现金(万元),16963,,,,,,,,14228,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,
取得借款收到的现金(万元),51846,27761,18686,62028,57514,28540,44500,16100,73570,56000,67300,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),1500,,,277,277,,,,,4375,,
筹资活动现金流入小计(万元),70309,27761,18686,62305,57792,28540,44500,16100,87799,60375,67300,
偿还债务支付的现金(万元),67830,27166,18118,35800,29799,9010,54593,27885,67118,60600,63720,
分配股利、利润或偿付利息所支付的现金(万元),1726,1126,556,5109,4570,876,1843,1005,2425,2221,2590,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),275,275,148,672,524,377,3931,2552,4466,1602,1000,
筹资活动现金流出小计(万元),69831,28567,18821,41580,34892,10263,60367,31442,74008,64424,67310,
筹资活动产生的现金流量净额(万元),477,-806,-135,20725,22899,18277,-15867,-15342,13790,-4049,-10,
汇率变动对现金及现金等价物的影响(万元),13,-3,-38,-83,-114,-53,71,-51,178,-19,133,
现金及现金等价物净增加额(万元),4304,-1814,-2170,953,2064,6521,-5815,-7442,9129,386,-211,
加:期初现金及现金等价物余额(万元),4938,4938,4938,3985,3985,3985,9800,9800,671,285,497,
期末现金及现金等价物余额(万元),9242,3124,2767,4938,6049,10506,3985,2358,9800,671,285,
净利润(万元),,2315,465,10136,,3100,10120,4360,7269,10090,4695,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,30,191,-139,,42,-39,432,1670,266,314,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2507,1242,4492,,2132,3812,1846,3396,2830,2163,
无形资产摊销(万元),,366,185,518,,225,260,91,159,143,146,
长期待摊费用摊销(万元),,272,134,264,,100,135,54,44,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-20,0,23,,29,94,1,-30,-44,,
固定资产报废损失(万元),,14,0,26,,11,21,,18,1,2,
公允价值变动损失(万元),,,,,,,18,,-18,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,1329,587,2222,,946,1982,963,2846,2554,3021,
投资损失(万元),,-331,,-331,,-331,-193,-175,303,1139,-39,
递延所得税资产减少(万元),,-108,-136,-198,,-227,-45,-105,164,358,545,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,-600,-3349,-2070,,-3491,-2645,489,-3365,-1822,1041,
经营性应收项目的减少(万元),,-1890,2215,-12166,,-12678,83,7474,-9060,-13784,-2372,
经营性应付项目的增加(万元),,1903,-2614,-1098,,7575,-4011,-10295,1136,10698,-3615,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,,,,,,,,,
经营活动产生现金流量净额(万元),,5861,-1129,1673,,-2448,9591,5136,4532,12431,5900,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),9242,3124,2767,4938,6049,10506,3985,2358,9800,671,285,
现金的期初余额(万元),4938,4938,4938,3985,3985,3985,9800,9800,671,285,497,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),4304,-1814,-2170,953,2064,6521,-5815,-7442,9129,386,-211,

