报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
分配股利、利润或偿付利息所支付的现金(万元),122,85,160,120,177,81,1820,291,619,,10,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),220,220,160,160,45,45,45,,,,,
筹资活动现金流出小计(万元),1842,555,2820,1780,1722,376,3115,291,619,0,370,
筹资活动产生的现金流量净额(万元),1158,-555,-320,-780,-222,-376,6145,7969,981,0,-370,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,
现金及现金等价物净增加额(万元),-4026,-2053,3037,-540,1567,-587,334,-1094,112,882,320,
加:期初现金及现金等价物余额(万元),6286,6286,3249,3249,1682,1682,1348,1348,1236,354,34,
期末现金及现金等价物余额(万元),2260,4233,6286,2709,3249,1096,1682,254,1348,1236,354,
净利润(万元),,1801,6448,,4837,1175,2301,1130,1624,709,155,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,518,338,,443,309,272,171,35,66,101,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,118,229,,223,110,77,26,51,58,65,
无形资产摊销(万元),,4,9,,8,3,4,1,,31,125,
长期待摊费用摊销(万元),,,,,,,1,1,12,1,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,0,,1,0,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,85,160,,177,81,170,91,19,,10,
投资损失(万元),,,,,-18,-13,-71,-15,-9,-7,-3,
递延所得税资产减少(万元),,-111,-38,,-56,-43,-18,-25,-5,4,-15,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,-463,-1378,,1277,639,-930,-257,-147,-622,-463,
经营性应收项目的减少(万元),,-3491,-2820,,-7227,-3962,-2374,-2080,384,-403,-118,
经营性应付项目的增加(万元),,-152,465,,960,420,-1148,-1140,-918,1923,263,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,,,,46,46,258,,,
经营活动产生现金流量净额(万元),,-1467,3413,,626,-1281,-1671,-2051,1302,1761,119,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),2260,4233,6286,2709,3249,1096,1682,254,1348,1236,354,
现金的期初余额(万元),6286,6286,3249,3249,1682,1682,1348,1348,1236,354,34,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-4026,-2053,3037,-540,1567,-587,334,-1094,112,882,320,

