报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
投资所支付的现金(万元),,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),182,4,3866,3858,3831,3717,833,836,3887,38,160,
投资活动产生的现金流量净额(万元),-182,-4,-3845,-3855,-3827,-3713,-832,-827,-3852,-37,-159,
吸收投资收到的现金(万元),105552,,10281,10281,10281,10281,,,6080,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,
取得借款收到的现金(万元),10955,9955,18585,13485,6985,6985,12758,12489,6000,4000,4000,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),5129,4822,1244,788,43,,,,200,3877,1455,
筹资活动现金流入小计(万元),121636,14777,30110,24554,17309,17266,12758,12489,12280,7877,5455,
偿还债务支付的现金(万元),12800,9300,17443,14758,6745,6244,7969,6120,6000,4000,4000,
分配股利、利润或偿付利息所支付的现金(万元),577,369,759,564,387,191,619,613,148,229,263,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),6367,3334,5076,3424,2424,1584,307,248,2982,1549,1686,
筹资活动现金流出小计(万元),19744,13003,23278,18746,9556,8018,8895,6981,9131,5778,5949,
筹资活动产生的现金流量净额(万元),101892,1774,6832,5807,7753,9247,3863,5508,3149,2099,-494,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,
现金及现金等价物净增加额(万元),88995,-5360,-19986,-26928,-27567,-15270,15271,12870,1869,-2213,2562,
加:期初现金及现金等价物余额(万元),11173,11173,31159,31159,31159,31159,15888,3019,1149,3362,800,
期末现金及现金等价物余额(万元),100168,5813,11173,4231,3592,15889,31159,15888,3019,1149,3362,
净利润(万元),,7344,20529,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,,,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,262,457,,,,,,,,,
无形资产摊销(万元),,12,30,,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,2,-1,,,,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,611,1276,,,,,,,,,
投资损失(万元),,,,,,,,,,,,
递延所得税资产减少(万元),,-136,-336,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,-23120,-17788,,,,,,,,,
经营性应收项目的减少(万元),,3803,-29209,,,,,,,,,
经营性应付项目的增加(万元),,3118,-293,,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,50,124,,,,,,,,,
经营活动产生现金流量净额(万元),,-7129,-22973,,,,,,,,,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),100168,5813,11173,4231,3592,15889,31159,15888,3019,1149,3362,
现金的期初余额(万元),11173,11173,31159,31159,31159,31159,15888,3019,1149,3362,800,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),88995,-5360,-19986,-26928,-27567,-15270,15271,12870,1869,-2213,2562,

