报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
其中：子公司吸收少数股东投资收到的现金(万元),,,,30,30,30,30,,,,,
取得借款收到的现金(万元),16495,12294,2670,772,772,,,,6000,4000,3000,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),206,200,,30,30,30,,,,,,
筹资活动现金流入小计(万元),65612,61405,51580,832,832,60,30,0,26000,4000,3000,
偿还债务支付的现金(万元),4999,785,785,,,,,,10000,3000,4500,
分配股利、利润或偿付利息所支付的现金(万元),2517,2470,11,,,,,768,12511,3195,710,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1917,1881,1531,427,322,192,192,127,,,,
筹资活动现金流出小计(万元),9433,5136,2327,427,322,192,192,895,22511,6195,5210,
筹资活动产生的现金流量净额(万元),56179,56269,49253,405,510,-132,-162,-895,3489,-2195,-2210,
汇率变动对现金及现金等价物的影响(万元),56,66,-140,79,137,-64,-147,-128,50,84,-21,
现金及现金等价物净增加额(万元),10044,15079,15073,-5949,-2950,-3523,-998,481,6260,1562,-1715,
加:期初现金及现金等价物余额(万元),2965,2965,2965,8915,8915,8915,8915,8434,2173,611,2327,
期末现金及现金等价物余额(万元),13009,18044,18038,2965,5965,5392,7916,8915,8434,2173,611,
净利润(万元),,4950,,7833,,3921,,9875,6993,6155,8797,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,286,,788,,191,,640,848,1188,138,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1096,,2035,,992,,1694,1548,1214,1119,
无形资产摊销(万元),,93,,125,,55,,135,38,17,33,
长期待摊费用摊销(万元),,246,,258,,83,,106,51,12,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,9,,-6,,-21,,49,13,,-13,
固定资产报废损失(万元),,55,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,123,,-54,,64,,128,154,132,258,
投资损失(万元),,-461,,,,,,-214,-33,-1,-38,
递延所得税资产减少(万元),,-190,,-223,,17,,79,-44,-34,-26,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,-313,,-1754,,-1186,,-2547,-1202,-491,-1645,
经营性应收项目的减少(万元),,689,,-1064,,-860,,-7215,-1032,-2060,-2077,
经营性应付项目的增加(万元),,-1082,,1180,,-1854,,3826,1927,2149,-4412,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,,,,,,,970,,
经营活动产生现金流量净额(万元),,5501,,9117,,1403,,6555,9261,9250,2133,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),13009,18044,18038,2965,5965,5392,7916,8915,8434,2173,611,
现金的期初余额(万元),2965,2965,2965,8915,8915,8915,8915,8434,2173,611,2327,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),10044,15079,15073,-5949,-2950,-3523,,481,6260,1562,-1715,

