报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),71920,51690,19000,35960,23400,18240,7390,20740,31350,25087,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),72154,51767,19035,36506,23732,18343,7397,20946,31430,25207,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),13962,5639,1958,12699,9856,7241,2703,13005,5114,3523,
投资所支付的现金(万元),,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,655,
支付的其他与投资活动有关的现金(万元),91376,57758,16000,38635,26125,17815,7390,20740,31105,23804,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),105338,63397,17958,51333,35981,25056,10093,33745,36219,27982,
投资活动产生的现金流量净额(万元),-33184,-11630,1078,-14827,-12249,-6713,-2696,-12800,-4789,-2774,
吸收投资收到的现金(万元),77136,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),11435,9770,2000,24043,12819,11797,7470,25526,20409,15164,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),500,500,,382,959,68,,1296,1078,2165,
筹资活动现金流入小计(万元),89070,10270,2000,24425,13779,11865,7470,26822,21487,17328,
偿还债务支付的现金(万元),13357,5780,1780,24725,16707,10797,4308,26799,14318,20746,
分配股利、利润或偿付利息所支付的现金(万元),402,252,108,716,585,409,188,674,7658,884,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2313,490,96,732,127,101,20,1439,4424,3629,
筹资活动现金流出小计(万元),16072,6522,1984,26173,17419,11307,4515,28911,26399,25259,
筹资活动产生的现金流量净额(万元),72999,3748,16,-1748,-3640,558,2954,-2089,-4912,-7931,
汇率变动对现金及现金等价物的影响(万元),-69,35,45,127,122,-4,-56,132,-172,401,
现金及现金等价物净增加额(万元),49864,-131,5662,5679,-284,4126,2706,1461,-1904,2300,
加:期初现金及现金等价物余额(万元),12820,12820,12820,7141,7141,7141,7141,5680,7584,5284,
期末现金及现金等价物余额(万元),62684,12689,18482,12820,6857,11266,9847,7141,5680,7584,
净利润(万元),,,2935,15665,,,3061,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,1275,4125,,,985,,,,
无形资产摊销(万元),,,88,340,,,80,,,,
长期待摊费用摊销(万元),,,29,131,,,33,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-1,203,,,-1,,,,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,18,-140,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,89,845,,,143,,,,
投资损失(万元),,,-33,212,,,-4,,,,
递延所得税资产减少(万元),,,9,34,,,6,,,,
递延所得税负债增加(万元),,,16,-118,,,-52,,,,
存货的减少(万元),,,954,716,,,1327,,,,
经营性应收项目的减少(万元),,,-2434,-1504,,,-2791,,,,
经营性应付项目的增加(万元),,,1650,2846,,,-341,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,4524,23517,,,2503,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),62684,12689,18482,12820,6857,11266,9847,7141,5680,7584,
现金的期初余额(万元),12820,12820,6529,7141,7141,7141,5885,5680,7584,5284,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),49864,-131,11953,5679,-284,4126,3962,1461,-1904,2300,

