报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
长期待摊费用摊销(万元),,132,722,,203,358,,1023,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,19,97,,,223,,4,,,,,
固定资产报废损失(万元),,16,18,,81,477,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,2963,7254,,3772,6102,,7056,,,,,
投资损失(万元),,,,,,,,,,,,,
递延所得税资产减少(万元),,-66,-438,,-386,-349,,-711,,,,,
递延所得税负债增加(万元),,-4,-74,,-4,-75,,-25,,,,,
存货的减少(万元),,-2302,4937,,8268,-10429,,-1907,,,,,
经营性应收项目的减少(万元),,18462,-2443,,25808,-11366,,388,,,,,
经营性应付项目的增加(万元),,-11675,8530,,-19869,14788,,3374,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,11500,,,,,,,
经营活动产生现金流量净额(万元),,20895,53021,,30906,32080,,49899,,,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),,12866,18481,,15169,14127,5990,13545,6046,4123,2485,6011,
现金的期初余额(万元),,18481,14127,,14127,13147,13545,4123,4123,2485,6011,12682,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),,-5615,4353,,1042,980,-7555,9422,1922,1639,-3527,-6671,

