报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
收到的其他与投资活动有关的现金(万元),43084,38245,22257,,,70807,57341,1411,6564,15191,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),43091,38251,22263,34609,34608,105416,91949,15035,10060,15191,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),345984,253767,159888,49619,35710,792197,423173,65704,65491,32733,
投资所支付的现金(万元),,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),44858,43137,27065,,,43333,15600,2048,2303,5896,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),390843,296904,186953,49619,35710,835530,438773,67752,67794,38629,
投资活动产生的现金流量净额(万元),-347752,-258653,-164690,-15010,-1102,-730114,-346824,-52717,-57734,-23438,
吸收投资收到的现金(万元),3065825,3065825,3065825,,,43840,2800,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,43840,2800,,,,
取得借款收到的现金(万元),2882200,2685000,49000,,,614000,295000,250000,350000,380000,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),100000,100000,100000,,,70000,15000,1135,,,
筹资活动现金流入小计(万元),6048025,5850825,3214825,0,0,727840,312800,251135,350000,380000,
偿还债务支付的现金(万元),701550,604540,123960,210250,201750,103543,92450,751800,699762,1727838,
分配股利、利润或偿付利息所支付的现金(万元),525537,145102,87746,1503254,1087893,130595,88364,761278,585197,278316,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),5279936,5279936,3066995,1346,1000,1000,3428,,,,
筹资活动现金流出小计(万元),6507023,6029578,3278701,1714851,1290643,235138,184242,1513078,1284958,2006154,
筹资活动产生的现金流量净额(万元),-458998,-178753,-63876,-1714851,-1290643,492702,128558,-1261943,-934958,-1626154,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,
现金及现金等价物净增加额(万元),-13989,-52391,33014,-57578,41541,632204,183103,61873,496197,-211115,
加:期初现金及现金等价物余额(万元),1006615,1006615,1006615,984161,984161,1130454,1130454,922288,426091,637206,
期末现金及现金等价物余额(万元),992626,954224,1039629,926583,1025702,1762658,1313557,984161,922288,426091,
净利润(万元),,10101,,1193725,951997,511952,,1024797,905344,790319,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,-10382,-10382,,,-6834,11478,2869,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,234826,,299260,227107,201379,,307679,304915,327676,
无形资产摊销(万元),,35759,,19250,1371,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,
固定资产报废损失(万元),,3,,93,92,61,,1,,16,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,145682,,106760,81356,108540,,126260,139016,192457,
投资损失(万元),,,,,,,,,,,
递延所得税资产减少(万元),,,,2596,2596,2596,,1709,328,113784,
递延所得税负债增加(万元),,-923,,-1668,-1251,-61,,-1668,-1668,-1668,
存货的减少(万元),,,,,,,,,,,
经营性应收项目的减少(万元),,13267,,-38,-17651,-34006,,7353,11190,2025,
经营性应付项目的增加(万元),,-53699,,62686,98053,89538,,-82765,118286,10998,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,385015,,1672282,1333286,869616,,1376533,1488889,1438476,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),992626,954224,1039629,926583,1025702,1762658,1313557,984161,922288,426091,
现金的期初余额(万元),1006615,1006615,1006615,984161,984161,1130454,1130454,922288,426091,637206,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),-13989,-52391,33014,-57578,41541,632204,183103,61873,496197,-211115,

