报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),244500,194170,99557,488040,239821,157902,97069,613785,436197,469028,216299,338007,311942,
投资活动产生的现金流量净额(万元),-166482,-184553,-94540,-323425,-54127,-104918,-64919,-470577,-285188,-360597,-83496,-279771,-298391,
吸收投资收到的现金(万元),,,,362309,360123,,,263215,263215,263215,15237,41940,40569,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),818497,428709,218796,1245191,1108209,534673,177427,1153260,934451,365441,762406,938472,317580,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,
筹资活动现金流入小计(万元),818497,428709,218796,1607500,1468332,534673,177427,1416474,1197665,628655,777642,980413,358149,
偿还债务支付的现金(万元),777016,471528,258750,1385876,1171420,613416,307364,1001008,761117,288795,907937,814111,432154,
分配股利、利润或偿付利息所支付的现金(万元),121370,119130,1624,103067,105232,98186,2058,145110,148762,139844,49031,24638,13195,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1283,,,,,,,,,,
筹资活动现金流出小计(万元),898386,590657,260374,1490226,1276653,711602,309422,1146117,909879,428640,956968,838750,445350,
筹资活动产生的现金流量净额(万元),-79888,-161948,-41577,117274,191679,-176929,-131996,270357,287787,200016,-179326,141663,-87201,
汇率变动对现金及现金等价物的影响(万元),5921,349,-3884,9889,7011,1334,-5658,-11545,-6970,-4457,19137,13234,421,
现金及现金等价物净增加额(万元),355,-140752,-18352,424708,393526,12507,57538,-44468,-31568,-99205,-71705,167535,-44233,
加:期初现金及现金等价物余额(万元),621948,621948,621948,197240,197240,197240,197240,241708,241708,241708,313413,145878,190111,
期末现金及现金等价物余额(万元),622303,481196,603596,621948,590766,209747,254778,197240,210141,142504,241708,313413,145878,
净利润(万元),,60931,,277122,,43031,17902,182732,,28176,100398,152602,141413,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,4220,,12953,,4297,3841,5268,,2697,6971,6288,3252,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,79689,,151053,,70466,33271,125837,,56261,111648,99831,89129,
无形资产摊销(万元),,3565,,4306,,1023,290,1351,,745,1627,1604,1250,
长期待摊费用摊销(万元),,284,,624,,301,150,563,,272,751,1496,1320,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1170,,3373,,130,-181,304,,-222,-22,2638,388,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,78,,98,,176,147,-176,,-393,,-761,865,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,1643,,-2712,,3122,7869,18400,,7041,-15951,-9152,5595,
投资损失(万元),,-2031,,-10097,,-7309,-3542,-11394,,-2603,-7968,-11821,-617,
递延所得税资产减少(万元),,3233,,-3885,,191,236,-2476,,1150,-4142,-2289,-4197,
递延所得税负债增加(万元),,,,4338,,,-1,-4,,-2,-4,-4,-3,
存货的减少(万元),,278,,13214,,20914,72870,-91753,,-11880,-40445,-1802,-21472,
经营性应收项目的减少(万元),,188352,,153169,,358594,421804,-292323,,141765,-104293,87033,70042,
经营性应付项目的增加(万元),,-140373,,2587,,-207896,-297534,220875,,-157171,123411,-33254,53971,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,6700,,14828,,5980,,,,,,,,
经营活动产生现金流量净额(万元),,205401,,620971,,293021,260110,167296,,65834,171980,292409,340937,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),622303,481196,603596,621948,590766,209747,254778,197240,210141,142504,241708,313413,145878,
现金的期初余额(万元),621948,621948,621948,197240,197240,197240,197240,241708,241708,241708,313413,145878,190111,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),355,-140752,-18352,424708,393526,12507,57538,-44468,,-99205,-71705,167535,-44233,

