报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
取得投资收益所收到的现金(万元),1074,676,379,625,371,278,172,527,357,106,103,117,0,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,,,3,3,3,,1,1,1,,7,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,217,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),75925,38226,18896,72138,43884,32782,22172,55228,32358,13107,11933,11925,1403,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7667,5983,3126,2080,2396,671,275,5133,4233,2626,2557,1430,255,
投资所支付的现金(万元),57150,30250,15250,76800,49500,24500,16500,55710,34710,15010,29000,17000,400,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,650,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),64817,36233,19026,78880,51896,25171,16775,60843,38943,17636,31557,18430,655,
投资活动产生的现金流量净额(万元),11108,1993,-130,-6742,-8012,7611,5397,-5615,-6585,-4529,-19623,-6505,747,
吸收投资收到的现金(万元),,,,30630,31781,31781,,,,,25000,8000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,5520,5662,,,1000,1000,1000,500,350,700,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,250,
筹资活动现金流入小计(万元),0,0,0,36149,37443,31781,0,1000,1000,1000,25500,8350,950,
偿还债务支付的现金(万元),3264,,,,,,,1200,1200,200,500,535,1315,
分配股利、利润或偿付利息所支付的现金(万元),950,947,16,932,916,,,5,5,5,22,27,81,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1250,1,,,,,,,,,
筹资活动现金流出小计(万元),4214,947,16,2182,917,0,0,1205,1205,205,522,562,1396,
筹资活动产生的现金流量净额(万元),-4214,-947,-16,33967,36526,31781,0,-205,-205,795,24978,7788,-446,
汇率变动对现金及现金等价物的影响(万元),102,-4,-0,1,175,0,-2,-1,-1,-0,1,3,1,
现金及现金等价物净增加额(万元),-2596,2674,1988,-643,9743,26383,-3911,8376,4440,5254,531,1416,103,
加:期初现金及现金等价物余额(万元),10878,10878,10878,11521,11521,11521,11521,3145,3145,3145,2614,1198,1095,
期末现金及现金等价物余额(万元),8282,13551,12866,10878,21264,37904,7610,11521,7585,8399,3145,2614,1198,
净利润(万元),,2249,,8246,,4376,2814,9150,,3082,12631,9190,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,166,,2361,,801,200,820,,104,570,993,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,975,,1676,,844,409,1162,,531,734,308,,
无形资产摊销(万元),,49,,51,,24,11,43,,28,70,61,,
长期待摊费用摊销(万元),,536,,1188,,677,242,640,,295,401,116,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,10,,2,,9,,8,,6,,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,13,,67,,-0,2,6,,5,21,23,,
投资损失(万元),,-311,,-781,,-358,-232,-827,,-278,-212,-153,,
递延所得税资产减少(万元),,6,,-195,,-55,-0,42,,25,-78,-167,,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,-1838,,-9372,,2136,3909,-9315,,2086,-3671,-5283,,
经营性应收项目的减少(万元),,-589,,-49782,,-22547,-14836,-1081,,11278,-23833,-20330,,
经营性应付项目的增加(万元),,374,,18663,,1090,-1825,13549,,-8177,4997,15365,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,3545,,,
经营活动产生现金流量净额(万元),,1631,,-27870,,-13009,-9307,14197,,8988,-4825,130,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),8282,13551,12866,10878,21264,37904,7610,11521,7585,8399,3145,2614,1198,
现金的期初余额(万元),10878,10878,10878,11521,11521,11521,11521,3145,3145,3145,2614,1198,1095,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-2596,2674,1988,-643,9743,26383,-3911,8376,4440,5254,531,1416,103,

