报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
投资活动产生的现金流量净额(万元),-1401,-552,-5700,-4812,-3198,-2862,-2753,-3853,
吸收投资收到的现金(万元),,,,,,,15003,5520,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),4150,1000,4000,4000,3000,10850,38350,36250,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),537,500,1250,1250,500,,350,2970,
筹资活动现金流入小计(万元),4687,1500,5250,5250,3500,10850,53703,44740,
偿还债务支付的现金(万元),1000,1000,11850,7850,6000,28900,43450,43840,
分配股利、利润或偿付利息所支付的现金(万元),1619,1593,6488,6537,3291,801,1709,1709,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),1934,501,750,902,750,78,1513,3184,
筹资活动现金流出小计(万元),4553,3094,19088,15289,10041,29779,46672,48733,
筹资活动产生的现金流量净额(万元),134,-1594,-13838,-10039,-6541,-18929,7031,-3994,
汇率变动对现金及现金等价物的影响(万元),-25,-4,72,79,13,-23,-42,41,
现金及现金等价物净增加额(万元),7640,2403,2198,2947,-742,-7449,13402,-2372,
加:期初现金及现金等价物余额(万元),11895,11895,9697,9697,9697,17147,3745,6116,
期末现金及现金等价物余额(万元),19535,14298,11895,12645,8955,9697,17147,3745,
净利润(万元),10770,8607,16833,,8510,10934,5574,6675,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),-146,-110,693,,117,773,413,729,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),4568,3022,5871,,2917,5587,5491,5077,
无形资产摊销(万元),131,88,163,,78,151,152,131,
长期待摊费用摊销(万元),46,31,46,,18,37,59,57,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),-85,-120,22,,13,-81,76,36,
固定资产报废损失(万元),287,204,263,,121,412,-22,267,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),129,39,261,,208,787,1820,2032,
投资损失(万元),,,,,,-1,,-11,
递延所得税资产减少(万元),-113,-77,-37,,-3,-21,158,231,
递延所得税负债增加(万元),,,,,,,-38,38,
存货的减少(万元),3719,4689,965,,975,-7343,511,-6703,
经营性应收项目的减少(万元),-4469,-12313,1305,,-2094,4763,-7715,-160,
经营性应付项目的增加(万元),-6269,168,-4541,,-1768,-1646,2687,-2997,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),326,-106,86,,-107,11,3,32,
经营活动产生现金流量净额(万元),8931,4553,21663,,8985,14364,9166,5435,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),19535,14298,11895,12645,8955,9697,17147,3745,
现金的期初余额(万元),11895,11895,9697,9697,9697,17147,3745,6116,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),7640,2403,2198,2947,-742,-7449,13402,-2372,

