报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,-49,,,,
支付的其他与投资活动有关的现金(万元),6500,6500,,,,,,13936,20420,20379,37111,84114,95019,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),228177,119547,21994,107945,67511,33046,10150,36494,77344,74277,316843,186744,152576,
投资活动产生的现金流量净额(万元),-122056,-91255,-17596,-48321,-34796,-7943,12045,-13699,32556,36703,-4672,9322,-7178,
吸收投资收到的现金(万元),185484,185484,181290,105,,,,100,85,,180,,60,
其中：子公司吸收少数股东投资收到的现金(万元),,,,105,,,,100,85,,180,,60,
取得借款收到的现金(万元),5000,5000,5000,40000,27750,24750,7000,50132,99639,83434,220193,161601,156448,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,4194,,,,,,23300,11000,90174,94309,78840,
筹资活动现金流入小计(万元),190484,190484,190484,40105,27750,24750,7000,50232,123024,94434,310547,255910,235348,
偿还债务支付的现金(万元),45000,45000,10000,47000,33750,27750,7000,76744,120764,101781,249585,153407,143132,
分配股利、利润或偿付利息所支付的现金(万元),6236,6236,412,40004,39527,37502,35371,16258,46362,39050,19714,22223,14545,
其中：子公司支付给少数股东的股利、利润(万元),,,,21,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2495,2358,113,1226,188,94,94,4479,38508,23508,67955,94280,76650,
筹资活动现金流出小计(万元),53731,53594,10525,88230,73465,65346,42466,97481,205633,164339,337254,269909,234327,
筹资活动产生的现金流量净额(万元),136753,136890,179958,-48125,-45715,-40596,-35466,-47249,-82610,-69904,-26707,-13999,1021,
汇率变动对现金及现金等价物的影响(万元),2414,178,-1203,1420,1762,-58,-479,-1798,1674,958,1403,171,-701,
现金及现金等价物净增加额(万元),77315,82360,180038,26510,3364,365,704,16327,9233,5752,9348,10155,-5281,
加:期初现金及现金等价物余额(万元),84239,84239,84239,57729,57729,57729,57729,41401,32169,32169,22820,12666,17947,
期末现金及现金等价物余额(万元),161553,166599,264276,84239,61093,58094,58433,57729,41401,37920,32169,22820,12666,
净利润(万元),,42983,,110836,,,,95537,36471,,,,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,691,,927,,,,394,6075,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3688,,6346,,,,6860,5422,,,,,
无形资产摊销(万元),,108,,212,,,,179,181,,,,,
长期待摊费用摊销(万元),,365,,733,,,,863,955,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-35,,255,,,,170,-16,,,,,
固定资产报废损失(万元),,172,,448,,,,,,,,,,
公允价值变动损失(万元),,-1116,,-34,,,,-2,710,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,354,,526,,,,4173,3014,,,,,
投资损失(万元),,-400,,-2245,,,,-1759,-868,,,,,
递延所得税资产减少(万元),,94,,-352,,,,-547,-1681,,,,,
递延所得税负债增加(万元),,279,,,,,,,-211,,,,,
存货的减少(万元),,7258,,-9962,,,,-8461,-33,,,,,
经营性应收项目的减少(万元),,2455,,-564,,,,-25064,-9970,,,,,
经营性应付项目的增加(万元),,-20385,,13553,,,,5895,9178,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,37,,858,,,,836,8387,,,,,
经营活动产生现金流量净额(万元),,36547,,121537,,,,79074,57613,,,,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),161553,166599,264276,84239,61093,58094,58433,57729,41401,37920,32169,22820,12666,
现金的期初余额(万元),84239,84239,84239,57729,57729,57729,57729,41401,32169,32169,22820,12666,17947,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),77315,82360,180038,26510,,365,,16327,9233,5752,9348,10155,-5281,

