报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,3852,,1856,3739,1909,3940,3768,3849,
无形资产摊销(万元),,,102,,51,95,46,94,95,89,
长期待摊费用摊销(万元),,,,,,,,14,22,10,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,23,,-5,-42,-0,-1820,24,-5,
固定资产报废损失(万元),,,53,,1,2,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,-346,,-40,1580,482,-574,-178,429,
投资损失(万元),,,,,,,,,-0,,
递延所得税资产减少(万元),,,-102,,-100,30,6,130,-122,94,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,-2178,,-111,3185,2505,-334,-1059,53,
经营性应收项目的减少(万元),,,-5870,,-4873,-1995,-4759,-2391,-7641,-3809,
经营性应付项目的增加(万元),,,8003,,6665,-2025,765,1564,2281,64,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,19003,,10707,13759,5362,8730,5149,7993,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),37856,24316,36081,33153,29557,28373,22667,19850,16564,10647,
现金的期初余额(万元),36081,36081,28373,28373,28373,19850,19850,16564,10647,12729,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),1774,-11765,7708,4779,1184,8523,2817,3286,5917,-2082,

