报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,
投资活动产生的现金流量净额(万元),-348150,-246201,-146643,-15167,-291455,-299878,-52915,-396950,-388229,-235456,-470638,-1729426,-1023411,-973960,-412405,-15550,127101,290493,68067,-576304,-445053,-529263,-154978,
吸收投资收到的现金(万元),500835,835,100,220403,219093,218618,838,42557,42557,42553,42553,658983,7110,360,500000,,,,,6750,,,,
其中：子公司吸收少数股东投资收到的现金(万元),835,835,100,3603,2293,1818,838,4,4,,,7110,7110,360,,,,,,6750,,,,
取得借款收到的现金(万元),2821216,2340388,1260000,2297940,1503762,1128780,483422,458910,313592,215478,124559,289260,121881,50869,533495,11000,21064,79000,40000,250000,,,,
发行债券收到的现金(万元),5360265,3800774,1508773,7762422,6211416,4190677,1648497,7820193,5631270,3456148,2181452,1931678,1462881,1217861,4055106,1974250,500000,1036742,360000,790000,490000,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,8330,,,9617,8923,,,,,,,,,,,
筹资活动现金流入小计(万元),8682316,6141997,2768873,10280765,7934271,5538074,2132756,8321660,5995748,3714179,2348565,2889538,1600796,1269090,5088601,1985250,521064,1115742,400000,1046750,490000,0,0,
偿还债务支付的现金(万元),7354217,4996020,2600893,10280809,8154147,5101904,2347536,5127960,3488854,2473686,1039131,2860569,1919643,1602152,2942764,50000,554051,250000,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),410297,181664,89353,473877,268988,175614,86709,338192,303686,138561,50564,201755,135132,118987,124156,27193,25145,71490,35800,61387,5219,10000,10000,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,221,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),29635,16721,,10383,2702,2443,365,20324,6933,2201,760,1742,,,18704,,,,,1500,,,,
筹资活动现金流出小计(万元),7794149,5194404,2690246,10765068,8425837,5279961,2434610,5486477,3799473,2614448,1090455,3064065,2054775,1721139,3085625,77193,579196,321490,35800,62887,5219,10000,10000,
筹资活动产生的现金流量净额(万元),888167,947592,78628,-484304,-491566,258114,-301854,2835183,2196274,1099731,1258110,-174527,-453979,-452048,2002976,1908057,-58132,794251,364200,983863,484781,-10000,-10000,
汇率变动对现金及现金等价物的影响(万元),9100,1189,-6713,9245,8751,1866,-7818,-17888,-14374,-9690,-3934,8910,2266,1602,3151,-641,147,391,471,-296,-163,-80,25,
现金及现金等价物净增加额(万元),2071624,2488855,1967960,-39904,175539,774725,1107878,-2158581,-1323968,-695925,-315354,-1412036,-1832904,-1060723,3242109,7981119,2066023,2988782,355717,-331856,-204985,-24495,-69534,
加:期初现金及现金等价物余额(万元),5052577,5052577,5052577,5092481,5092481,5092481,5092481,7251062,7251062,7251062,7251062,8663098,8663098,8663098,5420989,5420989,5420989,2432207,2432207,2764063,2764063,2788558,2788558,
期末现金及现金等价物余额(万元),7124202,7541432,7020537,5052577,5268020,5867207,6200360,5092481,5927094,6555138,6935709,7251062,6830194,7602374,8663098,13402108,7487012,5420989,2787924,2432207,2559078,2764063,2719025,
净利润(万元),,234193,,310343,,170639,,406165,,,,531322,,,865185,412112,,339819,79701,177787,,134218,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,,,,,,,7634,,,,-167,,,15488,1726,,-15881,873,17584,,6253,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,5142,,12194,,6428,,12313,,,,10822,,,7975,3749,,6577,3186,6182,,6460,,
无形资产摊销(万元),,3145,,5791,,2817,,4731,,,,3716,,,3634,1741,,2992,1433,2286,,1930,,
长期待摊费用摊销(万元),,3164,,6976,,3336,,6476,,,,6010,,,5342,2602,,4900,2256,3904,,3420,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-13,,-23,,-12,,-47,,,,-25,,,-68,-29,,-14,-15,-640,,-55,,
固定资产报废损失(万元),,25,,1,,0,,25,,,,,,,,,,,,0,,0,,
公允价值变动损失(万元),,-40025,,-98885,,-41665,,514,,,,44976,,,-438,-570,,-33724,-4310,11317,,-11738,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,81225,,164056,,144880,,200818,,,,149697,,,141651,56921,,76897,38875,28176,,,,
投资损失(万元),,-5027,,-39403,,-61322,,-124913,,,,-126529,,,-144524,-60720,,-92625,-41600,-90087,,-25534,,
递延所得税资产减少(万元),,-11542,,-27484,,-34634,,7290,,,,-1813,,,-34638,11320,,-25327,750,-9758,,-2117,,
递延所得税负债增加(万元),,-3957,,31596,,29431,,-3765,,,,-6968,,,-5341,-12342,,19103,192,-1827,,1827,,
存货的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营性应收项目的减少(万元),,-861772,,2438997,,1004183,,-3604075,,,,275405,,,-1046941,-1316622,,-1670933,-138736,-1156701,,406043,,
经营性应付项目的增加(万元),,3777401,,-1177110,,459798,,-992538,,,,-602057,,,2976996,7492215,,4275984,39361,612430,,-5860,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,1786274,,450322,,814624,,-4578927,,,,483006,,,1648387,6089253,,1903647,-77021,-739120,,514848,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),7124202,7541432,7020537,5052577,5268020,5867207,6200360,5092481,5927094,6555138,6935709,7251062,6830194,7602374,8663098,11520525,7487012,5420989,2400956,2432207,2559078,2764063,2719025,
现金的期初余额(万元),5052577,5052577,5052577,5092481,5092481,5092481,5092481,7251062,7251062,7251062,7251062,8663098,8663098,8663098,5420989,4589230,5420989,2432207,2039256,2764063,2764063,2788558,2788558,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,1881583,,,386968,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,831759,,,392951,,,,,
现金及现金等价物的净增加额(万元),2071624,2488855,1967960,-39904,175539,774725,1107878,-2158581,-1323968,-695925,-315354,-1412036,-1832904,-1060723,3242109,7981119,2066023,2988782,355717,-331856,-204985,-24495,-69534,

