报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),4289,2630,2050,1936,1886,2234,1477,3051,3868,11381,
筹资活动现金流出小计(万元),40518,15970,6729,44337,38956,38256,2564,45355,84048,75894,
筹资活动产生的现金流量净额(万元),52886,7894,12948,-21888,-21567,-22123,-650,-17597,-25072,-20339,
汇率变动对现金及现金等价物的影响(万元),-191,495,341,150,535,477,530,-2153,1184,2619,
现金及现金等价物净增加额(万元),17234,2535,7523,505,1066,-7759,5540,10864,4559,17502,
加:期初现金及现金等价物余额(万元),48705,48705,48705,48200,48200,48200,48200,37336,32777,15274,
期末现金及现金等价物余额(万元),65939,51240,56228,48705,49266,40441,53740,48200,37336,32777,
净利润(万元),,,,33397,,,,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,1212,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,,9541,,,,,,,
无形资产摊销(万元),,,,719,,,,,,,
长期待摊费用摊销(万元),,,,299,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-46,,,,,,,
固定资产报废损失(万元),,,,300,,,,,,,
公允价值变动损失(万元),,,,-47,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,824,,,,,,,
投资损失(万元),,,,263,,,,,,,
递延所得税资产减少(万元),,,,-255,,,,,,,
递延所得税负债增加(万元),,,,7,,,,,,,
存货的减少(万元),,,,-762,,,,,,,
经营性应收项目的减少(万元),,,,-990,,,,,,,
经营性应付项目的增加(万元),,,,-3679,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,5146,,,,,,,
经营活动产生现金流量净额(万元),,,,45928,,,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),65939,51240,56228,48705,49266,40441,53740,48200,37336,32777,
现金的期初余额(万元),48705,48705,48705,48200,48200,48200,48200,37336,32777,15274,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),17234,2535,7523,505,1066,-7759,5540,10864,4559,17502,

