报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
取得借款收到的现金(万元),117925,99450,48412,218519,164500,110917,73000,246167,209000,150000,91500,148500,121500,70500,18000,56500,50500,29000,18500,35900,36070,10330,7000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),220,,,,,,,1200,120,,,100,,,,,,,,,,,,
筹资活动现金流入小计(万元),118145,99450,48412,218519,164500,110917,73000,247367,209120,150000,91500,191720,164620,113620,61120,56500,50500,29000,18500,36042,36070,19188,12375,
偿还债务支付的现金(万元),153056,127401,73505,215577,188353,109053,47271,205771,138500,97500,33000,82580,54580,48080,17660,36980,30320,13160,10540,33340,9820,8184,3862,
分配股利、利润或偿付利息所支付的现金(万元),6918,4218,2150,11116,8606,5514,2741,10372,7581,5650,2046,5059,3804,2684,1078,3574,2400,1517,752,2548,1237,580,396,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),7770,7770,,3160,,,,,,,,522,522,522,28,1400,75,50,25,55,462,193,145,
筹资活动现金流出小计(万元),167744,139389,75654,229854,196960,114567,50012,216142,146081,103150,35046,88161,58907,51287,18766,41954,32795,14727,11317,35943,11519,8957,4403,
筹资活动产生的现金流量净额(万元),-49600,-39939,-27242,-11335,-32460,-3650,22988,31225,63039,46850,56454,103559,105714,62334,42354,14546,17705,14273,7183,99,24551,10231,7972,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-16372,-16421,-15812,-17178,-18480,-1300,15319,3574,23236,17915,19765,23626,48522,29912,36696,-181,-7877,-5794,-5611,-12674,7235,14897,5148,
加:期初现金及现金等价物余额(万元),26290,26290,26290,43467,43467,43467,43467,39893,39893,39893,39893,16267,17567,17567,17567,16448,16448,16448,16448,29122,21887,6990,1842,
期末现金及现金等价物余额(万元),9918,9869,10478,26290,24987,42167,58786,43467,63129,57808,59658,39893,66089,47479,54263,16267,8571,10654,10837,16448,29122,21887,6990,
净利润(万元),,4626,,9108,,4515,,9037,,4398,,8087,,3935,,7822,5323,3885,,8588,8753,6557,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,2817,,9060,,1893,,6111,,1975,,3776,,1201,,3381,3394,2296,,3470,2302,958,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,285,,584,,229,,633,,250,,470,,191,,372,280,185,,406,330,321,,
无形资产摊销(万元),,478,,915,,429,,858,,429,,510,,11,,21,16,11,,42,56,31,,
长期待摊费用摊销(万元),,44,,88,,44,,90,,43,,107,,59,,121,100,69,,205,231,125,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,-0,,-0,,,,,,,,,,106,,0,,
固定资产报废损失(万元),,,,,,,,0,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,4036,,9395,,5887,,9511,,4789,,4239,,1894,,3574,2400,1517,,2548,1351,660,,
投资损失(万元),,-417,,-2664,,-252,,-1517,,-959,,-25,,,,,,,,-133,,-4,,
递延所得税资产减少(万元),,-423,,-1195,,-284,,-859,,-296,,777,,-324,,-947,-925,-627,,-961,-612,-284,,
递延所得税负债增加(万元),,,,,,,,,,,,,,31,,,,,,,,,,
存货的减少(万元),,-1639,,-2508,,-3041,,-1836,,-629,,-424,,971,,-582,-325,-484,,-642,-626,-1762,,
经营性应收项目的减少(万元),,-9661,,-37433,,-13355,,-38573,,-31040,,-40260,,-16351,,-35122,-32228,-25347,,-29947,-37076,-20411,,
经营性应付项目的增加(万元),,23102,,20900,,6502,,22713,,17453,,-572,,3832,,7383,-3499,-1470,,5663,8243,18194,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,893,,
经营活动产生现金流量净额(万元),,23248,,6251,,2568,,6169,,-3588,,-23315,,-4550,,-13976,-25465,-19965,,-10655,-17049,5279,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),9918,9869,10478,26290,24987,42167,58786,43467,63129,57808,59658,39893,66089,47479,54263,16267,8571,10654,10837,16448,29122,21887,6990,
现金的期初余额(万元),26290,26290,26290,43467,43467,43467,43467,39893,39893,39893,39893,16267,17567,17567,17567,16448,16448,16448,16448,29122,21887,6990,1842,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-16372,-16421,-15812,-17178,-18480,-1300,15319,3574,23236,17915,19765,23626,48522,29912,36696,-181,-7877,-5794,-5611,-12674,7235,14897,5148,

