报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
经营性应付项目的增加(万元),,-139,,-1109,-3327,-452,,-1421,-733,,-268,1380,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,2531,,,
经营活动产生现金流量净额(万元),,5665,,6376,5794,4076,,7127,4876,,12818,8114,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),25026,25017,60704,3759,5244,8073,4337,7529,6474,6837,7109,1573,1373,
现金的期初余额(万元),3759,3759,3759,7529,7529,7529,7529,7109,7109,7109,1573,1373,2513,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),21267,21258,56945,-3770,-2284,544,,420,-635,-272,5536,201,-1140,

