报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2013-06-30,2012-12-31,
投资活动产生的现金流量净额(万元),-41329,-90606,-65615,-101480,-32570,-15014,-28670,-49013,-63946,-58963,43906,-18734,-49551,-37008,-5228,-185889,17977,-31527,-72528,-52427,-42373,-10609,-7542,29215,
吸收投资收到的现金(万元),,,,1867,1867,,,82131,80798,80798,47088,290626,9240,9240,,244188,30165,125945,110275,112817,12250,9800,9800,400,
其中：子公司吸收少数股东投资收到的现金(万元),,,,1867,1867,,,82131,80798,80798,47088,23645,9240,9240,,48948,,,,,,,,,
取得借款收到的现金(万元),308614,155770,111534,187625,234709,102000,35000,146826,104067,42525,46387,66463,53301,,33950,,,,,,,,,,
发行债券收到的现金(万元),700591,611348,343713,426052,318579,248605,47588,500014,268942,38818,11151,401325,250000,250145,,1404348,1200753,633328,489167,149200,80000,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,15843,,,,,,,61941,,5182,,,,170000,,,,,
筹资活动现金流入小计(万元),1009204,767118,455247,615544,555155,350605,98431,728971,453807,162141,104626,758413,312541,321326,33950,1653718,1230918,759273,599442,432017,92250,9800,9800,400,
偿还债务支付的现金(万元),1045672,774492,264927,727461,556774,332888,137094,494369,437768,393721,193964,510723,323348,301196,201196,657948,345232,420000,340000,172593,,,,,
分配股利、利润或偿付利息所支付的现金(万元),47073,33231,3072,70681,54439,43217,4694,133714,97793,96011,9957,155984,117189,115988,1530,123894,45799,5277,4710,,,,,,
其中：子公司支付给少数股东的股利、利润(万元),1573,1461,,2752,2752,2752,,2278,2278,2278,1314,1584,1584,1584,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),47834,,921,13340,13340,13340,,56424,56084,56084,,,,,,,,832,832,172593,,,,,
筹资活动现金流出小计(万元),1140579,807723,268920,811482,624552,389446,141789,684507,591645,545815,203922,666707,440537,417184,202726,781842,391031,426109,345542,172593,0,0,0,0,
筹资活动产生的现金流量净额(万元),-131375,-40605,186327,-195938,-69397,-38841,-43358,44464,-137838,-383675,-99295,91706,-127996,-95858,-168776,871876,839887,333164,253900,259424,92250,9800,9800,400,
汇率变动对现金及现金等价物的影响(万元),235,-12,159,-253,1793,309,325,-129,67,60,-11,-344,-250,-259,-5,6206,-90,353,475,125,-153,-199,-543,-2,
现金及现金等价物净增加额(万元),75506,227947,461623,-138520,-208734,-114001,-111563,-420006,-484272,-405742,-297281,-197570,-446660,-221062,-117649,585979,1550092,566527,266159,133860,-38660,-41117,-46439,48990,
加:期初现金及现金等价物余额(万元),960212,960212,960212,1098731,1098731,1098731,1098731,1518737,1518737,1518737,1518737,1716308,1716308,1716308,1716308,1130328,1130328,563801,563801,562283,602461,602461,602461,553470,
期末现金及现金等价物余额(万元),1035717,1188159,1421835,960212,889997,984730,987168,1098731,1034465,1112995,1221456,1518737,1269647,1495246,1598659,1716308,2680421,1130328,829960,696143,563801,561344,556021,602461,
净利润(万元),,28087,,9586,,15728,,52116,,16797,,74672,,31438,,140238,,54998,,,23843,,,18325,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,8428,,31958,,6347,,7589,,1358,,-2701,,322,,12763,,2772,,,794,,,791,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,4113,,3526,,1695,,3465,,1713,,3345,,1673,,3296,,3333,,,3324,,,2974,
无形资产摊销(万元),,1328,,2651,,1293,,2402,,1137,,2078,,1012,,1898,,1784,,,1396,,,944,
长期待摊费用摊销(万元),,615,,1224,,577,,1255,,541,,1206,,593,,1382,,1668,,,2073,,,1862,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,2,,73,,3,,37,,-30,,-284,,11,,-59,,-50,,,-51,,,37,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-9008,,10641,,2601,,8706,,6832,,6075,,2881,,-5606,,-7325,,,1097,,,-1908,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,23509,,54592,,26815,,40996,,-60,,56665,,504,,-6206,,-353,,,153,,,2,
投资损失(万元),,-10574,,-8020,,793,,-28593,,-9339,,-10645,,-4275,,-10300,,-6365,,,-1553,,,-7167,
递延所得税资产减少(万元),,-1075,,-9003,,-1616,,-4341,,-1811,,9141,,4795,,-10487,,-3323,,,-1416,,,-1798,
递延所得税负债增加(万元),,1041,,-795,,-236,,-1835,,-1476,,-2222,,-869,,2132,,2758,,,-250,,,275,
存货的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,,
经营性应收项目的减少(万元),,-22581,,-94570,,-399572,,-429909,,-501996,,257202,,195379,,-446374,,-762962,,,-252582,,,5107,
经营性应付项目的增加(万元),,335274,,157036,,520850,,-108651,,460236,,-356348,,-120197,,300762,,1035616,,,140357,,,1188,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,12,,,,-235733,,41434,,62933,,-308385,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,359170,,159152,,-60456,,-415328,,36836,,-270199,,-87936,,-106214,,264537,,,-88384,,,19378,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),1035717,1188159,1421835,960212,889997,984730,987168,1098731,1034465,1112995,1221456,1518737,1269647,1495246,1598659,1716308,2680421,1130328,829960,696143,563801,561344,556021,602461,
现金的期初余额(万元),960212,960212,960212,1098731,1098731,1098731,1098731,1518737,1518737,1518737,1518737,1716308,1716308,1716308,1716308,1130328,1130328,563801,563801,562283,602461,602461,602461,553470,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),75506,227947,461623,-138520,-208734,-114001,-111563,-420006,-484272,-405742,-297281,-197570,,-221062,,585979,1550092,566527,266159,133860,-38660,-41117,-46439,48990,

