报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1414,,2670,,1459,,2600,,,,,
无形资产摊销(万元),,214,,388,,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,265,,1256,,163,,305,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,-20,,-473,,-528,,566,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-14,,471,,399,,648,,,,,
投资损失(万元),,130,,869,,509,,894,,,,,
递延所得税资产减少(万元),,-10,,5,,,,,,,,,
递延所得税负债增加(万元),,433,,619,,552,,799,,,,,
存货的减少(万元),,-160,,1887,,1429,,-84,,,,,
经营性应收项目的减少(万元),,316,,-4119,,362,,6195,,,,,
经营性应付项目的增加(万元),,-685,,1854,,-4242,,2294,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,6195,,19780,,7466,,31470,,,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),36248,52145,76641,15149,22615,21007,12480,17818,10288,15148,12976,19775,
现金的期初余额(万元),15149,15149,15149,17818,17818,17818,17818,15148,15148,12976,19775,13967,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),21099,36996,61492,-2669,4797,3189,-5338,2669,-4860,2172,-6799,5808,

