报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,
筹资活动现金流入小计(万元),42631,42631,0,0,0,0,0,0,44500,7500,11425,
偿还债务支付的现金(万元),,,,,,,,4500,4500,7500,1500,
分配股利、利润或偿付利息所支付的现金(万元),30,,,56,55,55,,39,217,234,275,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),935,827,33,141,103,80,5,181,,,,
筹资活动现金流出小计(万元),965,827,33,197,158,135,5,4720,4717,7734,1775,
筹资活动产生的现金流量净额(万元),41667,41804,-33,-197,-158,-135,-5,-4720,39783,-234,9650,
汇率变动对现金及现金等价物的影响(万元),-40,9,46,1,36,108,124,49,-89,-77,-5,
现金及现金等价物净增加额(万元),62073,54879,6880,20871,16115,8042,-2245,62909,1287,3752,5793,
加:期初现金及现金等价物余额(万元),101325,101325,101325,80454,80454,80454,80454,17546,16258,12507,6714,
期末现金及现金等价物余额(万元),163398,156204,108205,101325,96569,88496,78209,80454,17546,16258,12507,
净利润(万元),,9256,,20101,,7692,,15399,6862,,,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,-217,,743,,114,,971,296,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,418,,890,,441,,804,734,,,
无形资产摊销(万元),,54,,104,,45,,49,8,,,
长期待摊费用摊销(万元),,40,,36,,18,,268,265,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,4,,5,,4,,4,2,,,
固定资产报废损失(万元),,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,22,,71,,17,,-58,303,,,
投资损失(万元),,,,,,,,-410,-578,,,
递延所得税资产减少(万元),,36,,-51,,4,,-169,-114,,,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,936,,-4742,,-4323,,-7275,-754,,,
经营性应收项目的减少(万元),,2103,,-1572,,2543,,2155,-4809,,,
经营性应付项目的增加(万元),,1346,,6646,,2274,,5902,5495,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,28,,13,,19,,-71,1476,,,
经营活动产生现金流量净额(万元),,14025,,22245,,8847,,17567,9184,,,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),163398,156204,108205,101325,96569,88496,78209,80454,17546,16258,12507,
现金的期初余额(万元),101325,101325,101325,80454,80454,80454,80454,17546,16258,12507,6714,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),62073,54879,6880,20871,16115,8042,,62909,1287,3752,5793,

