报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
收到的其他与投资活动有关的现金(万元),87802,48800,35800,93600,55800,37800,15000,37000,14000,14000,,14000,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),89613,49695,36322,94786,56726,38315,15208,37417,14391,14391,235,14133,0,0,0,0,0,0,0,0,58,4351,14,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8261,2094,1200,11675,4655,2281,1202,4334,3874,1985,1157,5772,3565,2886,1433,3245,2305,1919,584,1662,6030,2772,1546,
投资所支付的现金(万元),,1800,,4100,3830,1100,800,1035,735,,,,,,,12,12,12,,,102,240,270,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),98113,51800,40800,118400,81600,61600,42800,33000,10000,,,28000,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),106374,55694,42000,134175,90085,64981,44802,38369,14609,1985,1157,33772,3565,2886,1433,3257,2317,1931,584,1662,6132,3012,1815,
投资活动产生的现金流量净额(万元),-16761,-5999,-5678,-39389,-33359,-26666,-29594,-952,-218,12406,-922,-19639,-3565,-2886,-1433,-3257,-2317,-1931,-584,-1662,-6074,1339,-1801,
吸收投资收到的现金(万元),200,,,5634,4103,4103,490,300,,,,43538,43638,43638,,,,,,,,210,0,
其中：子公司吸收少数股东投资收到的现金(万元),200,,,2511,980,980,490,300,,,,,,,,,,,,,,210,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,6750,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),200,0,0,5634,4103,4103,490,300,0,0,0,43538,43638,43638,0,0,0,0,0,0,0,210,6750,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,5750,5250,
分配股利、利润或偿付利息所支付的现金(万元),4138,4138,,3100,3100,3100,,10334,10334,10334,,,,,,9417,9417,9417,9417,13041,5045,2468,3741,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,47,47,47,47,67,,,,
支付其他与筹资活动有关的现金(万元),88,88,88,185,,,,,,,,1513,1591,1100,,,,,,,100,,,
筹资活动现金流出小计(万元),4225,4225,88,3286,3100,3100,0,10334,10334,10334,0,1513,1591,1100,0,9417,9417,9417,9417,13041,5145,8218,8991,
筹资活动产生的现金流量净额(万元),-4025,-4225,-88,2349,1003,1003,490,-10034,-10334,-10334,0,42025,42047,42538,0,-9417,-9417,-9417,-9417,-13041,-5145,-8008,-2241,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,,,,,,-0,-0,
现金及现金等价物净增加额(万元),-14161,-6635,-5632,-24478,-28411,-26000,-30665,258,-84,-31,-7436,32251,40839,42027,-2102,12632,4526,-135,-6939,12566,11626,10012,5642,
加:期初现金及现金等价物余额(万元),63694,63694,63694,88172,88172,88172,88172,87914,87914,87914,87914,55664,55664,55664,55664,43032,43032,43032,43032,30467,18841,8829,3187,
期末现金及现金等价物余额(万元),49533,57059,58062,63694,59761,62172,57507,88172,87830,87883,80479,87914,96503,97691,53562,55664,47559,42897,36093,43032,30467,18841,8829,
净利润(万元),,7828,,13322,,7582,,10098,,6508,,30850,,17138,9121,30513,,16961,8879,26255,14163,7529,4600,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,400,,3319,,1702,,2638,,995,,2422,,1208,880,1944,,1063,907,1712,1246,1165,209,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1441,,2293,,1189,,2270,,1126,,2065,,1071,529,1895,,925,456,1699,1225,755,825,
无形资产摊销(万元),,56,,110,,55,,104,,50,,95,,46,23,86,,42,21,72,35,31,29,
长期待摊费用摊销(万元),,121,,227,,124,,238,,108,,139,,65,30,118,,58,29,108,76,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-27,,-22,,,,-37,,9,,354,,13,11,10,,9,2,12,6,36,22,
固定资产报废损失(万元),,4,,41,,25,,16,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-218,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,,,,,132,307,
投资损失(万元),,-436,,-946,,-436,,-235,,-246,,-99,,,,,,,,,,-393,-137,
递延所得税资产减少(万元),,116,,-707,,-318,,-622,,-151,,-525,,-153,-58,-312,,-156,-130,-344,-292,-170,37,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,1612,,-374,,120,,-10049,,-3689,,6935,,4093,3984,3142,,2268,1958,-1274,-13683,-6899,-3444,
经营性应收项目的减少(万元),,-1254,,4574,,104,,-1827,,538,,-11402,,-5848,-4373,-2806,,-3461,-3407,-8231,-7045,-3584,-2940,
经营性应付项目的增加(万元),,-6514,,-9991,,-10668,,8651,,-7352,,-20971,,-15257,-10815,-9284,,-6498,-5654,7247,27109,18080,8906,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,460,,715,,184,,,,,,,,,,,,,,11,5,,1270,
经营活动产生现金流量净额(万元),,3589,,12562,,-337,,11244,,-2104,,9865,,2375,-669,25305,,11212,3061,27268,22845,16681,9684,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),49533,57059,58062,63694,59761,62172,57507,88172,87830,87883,80479,87914,96503,97691,53562,55664,47559,42897,36093,43032,30467,18841,8829,
现金的期初余额(万元),63694,63694,63694,88172,88172,88172,88172,87914,87914,87914,87914,55664,55664,55664,55664,43032,43032,43032,43032,30467,18841,8829,3187,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-14161,-6635,-5632,-24478,-28411,-26000,-30665,258,-84,-31,-7436,32251,40839,42027,-2102,12632,4526,-135,-6939,12566,11626,10012,5642,

