报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,7081,,5902,-2302,,,,,
经营性应收项目的减少(万元),,,-5411,,-7068,-5671,,,,,
经营性应付项目的增加(万元),,,-5189,,-4234,-1257,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,16619,,5659,7495,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),31724,12564,7534,4757,6925,2245,2026,2295,2833,4052,
现金的期初余额(万元),7534,7534,2245,2245,2245,2295,2295,2833,4052,3500,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),24191,5030,5289,2512,4680,-50,-269,-538,-1219,552,

