报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),188335,113034,54977,186667,179587,130622,21000,161191,76412,214249,367244,364565,
筹资活动现金流入小计(万元),722723,630906,191858,755743,604161,444962,191751,375541,111762,543594,666970,548645,
偿还债务支付的现金(万元),375161,226600,63421,361177,276835,195765,65084,132784,27010,46732,77528,17344,
分配股利、利润或偿付利息所支付的现金(万元),29805,15810,7187,35434,25204,16888,8260,30534,15033,27670,15109,11670,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),205143,139621,60016,316223,253769,174923,96944,231772,103618,175787,354050,29504,
筹资活动现金流出小计(万元),610109,382031,130624,712834,555808,387576,170288,395090,145661,250189,446687,58518,
筹资活动产生的现金流量净额(万元),112614,248875,61233,42909,48353,57386,21463,-19548,-33899,293405,220283,490127,
汇率变动对现金及现金等价物的影响(万元),39,116,-98,-21,-271,-3,-176,-59,43,109,-47,2149,
现金及现金等价物净增加额(万元),153129,203631,4406,-4655,9688,-5469,-6223,-43541,-27085,-21806,-3328,80508,
加:期初现金及现金等价物余额(万元),55683,55683,55683,60338,60338,60338,60338,103878,103878,125684,129012,48505,
期末现金及现金等价物余额(万元),208812,259314,60089,55683,70026,54868,54115,60338,76794,103878,125684,129012,
净利润(万元),,22349,,73454,,24125,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,,,6925,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,48859,,96618,,48492,,,,,,,
无形资产摊销(万元),,622,,1018,,759,,,,,,,
长期待摊费用摊销(万元),,2572,,4126,,2054,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-417,,82,,,,,,,,,
固定资产报废损失(万元),,283,,2155,,658,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,49771,,95635,,46561,,,,,,,
投资损失(万元),,-6190,,-11321,,-2744,,,,,,,
递延所得税资产减少(万元),,-1844,,-3005,,-2426,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-35481,,-78983,,-73730,,,,,,,
经营性应收项目的减少(万元),,-14704,,-41903,,-19711,,,,,,,
经营性应付项目的增加(万元),,-36070,,-23548,,-24571,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,34873,,121254,,2459,,,,,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),208812,259314,60089,55683,70026,54868,54115,60338,76794,103878,125684,129012,
现金的期初余额(万元),55683,55683,55683,60338,60338,60338,60338,103878,103878,125684,129012,48505,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),153129,203631,4406,-4655,9688,-5469,-6223,-43541,-27085,-21806,-3328,80508,

