报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
取得投资收益所收到的现金(万元),,,,103,103,103,19,14,,4,,85,43,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,15,,54,56,43,,32,,121,14,,6,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,400,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),13,15,0,6158,6159,6146,2019,2445,0,125,14,2909,373,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7247,4503,2111,11766,9786,5471,1405,8652,871,3191,257,1134,449,
投资所支付的现金(万元),500,,,5800,5300,5300,2000,4000,,1000,,4560,677,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,100,,
支付的其他与投资活动有关的现金(万元),,,,400,400,400,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),7747,4503,2111,17966,15486,11171,3405,12652,871,4191,257,5794,1126,
投资活动产生的现金流量净额(万元),-7734,-4488,-2111,-11809,-9326,-5025,-1386,-10207,-871,-4065,-243,-2885,-753,
吸收投资收到的现金(万元),,,,,,,,20446,446,,,188,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,103,,
取得借款收到的现金(万元),1600,1600,500,5900,5900,4400,,12197,7850,10150,5600,6800,7610,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),8475,7104,6179,7447,1569,773,,200,,,,1000,1710,
筹资活动现金流入小计(万元),10075,8704,6679,13347,7469,5173,0,32843,8296,10150,5600,7988,9320,
偿还债务支付的现金(万元),6600,5950,5300,5911,5047,4687,952,16227,5677,5460,2400,7500,8050,
分配股利、利润或偿付利息所支付的现金(万元),125,106,141,2951,2873,2801,92,588,289,1549,1562,654,357,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),5945,4830,993,4064,3510,1793,768,2238,1161,,,8043,370,
筹资活动现金流出小计(万元),12670,10885,6434,12926,11429,9282,1812,19053,7127,7009,3962,16196,8777,
筹资活动产生的现金流量净额(万元),-2595,-2181,245,420,-3960,-4109,-1812,13791,1169,3141,1638,-8208,543,
汇率变动对现金及现金等价物的影响(万元),3,3,0,-1,-0,-0,,0,-0,0,-0,0,0,
现金及现金等价物净增加额(万元),-2635,-3378,-8126,-594,-8491,-8919,-7009,11808,-561,2795,616,-1976,2124,
加:期初现金及现金等价物余额(万元),14849,14849,14849,15443,15443,15443,15443,3635,3635,841,841,2817,693,
期末现金及现金等价物余额(万元),12214,11470,6722,14849,6952,6524,8434,15443,3075,3635,1457,841,2817,
净利润(万元),,7889,,17134,,5436,,14154,5510,10497,3785,6483,2993,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,-434,,6281,,2865,,1834,250,475,35,491,164,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,533,,882,,410,,628,320,451,214,300,236,
无形资产摊销(万元),,93,,163,,76,,44,21,3,,,,
长期待摊费用摊销(万元),,105,,289,,154,,311,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,,44,,11,,6,,61,22,16,6,
固定资产报废损失(万元),,3,,,,,,,,,,,,
公允价值变动损失(万元),,693,,,,,,,,,,,8,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,239,,502,,163,,588,289,470,483,654,357,
投资损失(万元),,-1292,,-2091,,-613,,-249,128,-54,97,-42,-40,
递延所得税资产减少(万元),,-10,,-938,,-422,,-164,-38,-73,-6,-74,-25,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,6176,,-216,,3950,,-3894,6938,-6003,-798,-3171,-1201,
经营性应收项目的减少(万元),,2173,,-21477,,-10336,,-18494,-7514,-10457,-4549,260,234,
经营性应付项目的增加(万元),,-12878,,10223,,-1478,,12478,-6763,8349,-62,4201,-399,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,981,,,,,,
经营活动产生现金流量净额(万元),,3288,,10796,,215,,8224,-858,3719,-779,9117,2333,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),12214,11470,6722,14849,6952,6524,8434,15443,3075,3635,1457,841,2817,
现金的期初余额(万元),14849,14849,14849,15443,15443,15443,15443,3635,3635,841,841,2817,693,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-2635,-3378,-8126,-594,-8491,-8919,-7009,11808,-561,2795,616,-1976,2124,

