报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),11203,6435,3425,20879,16859,8332,8,1036,1036,12372,8635,19007,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1625,1349,453,399,48,356,108,830,305,531,508,6890,
投资所支付的现金(万元),56600,37000,3300,22901,17700,10100,2000,,,3450,15542,14819,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),58225,38349,3753,23300,17748,10456,2108,830,305,3981,16050,21709,
投资活动产生的现金流量净额(万元),-47022,-31914,-328,-2421,-890,-2124,-2100,206,731,8390,-7415,-2702,
吸收投资收到的现金(万元),64606,64606,,,,,,,,417,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),6145,400,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,
筹资活动现金流入小计(万元),70751,65006,0,0,0,0,0,0,0,417,0,0,
偿还债务支付的现金(万元),400,400,,,,,,,,,,10,
分配股利、利润或偿付利息所支付的现金(万元),1212,,,,,,,17384,1800,,,0,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),3982,3781,,,,,,,,,,,
筹资活动现金流出小计(万元),5594,4181,0,0,0,0,0,17384,1800,0,0,10,
筹资活动产生的现金流量净额(万元),65157,60824,0,0,0,0,0,-17384,-1800,417,0,-10,
汇率变动对现金及现金等价物的影响(万元),220,110,-76,459,2656,273,-145,-726,-125,528,413,-31,
现金及现金等价物净增加额(万元),21970,29245,-212,6478,3187,3799,4687,-12527,-4629,15382,5115,-2354,
加:期初现金及现金等价物余额(万元),16372,16372,16372,9894,6794,9894,9894,22422,22422,7040,1925,4279,
期末现金及现金等价物余额(万元),38342,45618,16160,16372,9981,13693,14581,9894,17793,22422,7040,1925,
净利润(万元),,5501,,12391,,5279,,8743,834,10412,9384,6610,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,43,,629,,555,,0,528,-24,1258,475,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,213,,424,,213,,416,103,431,471,132,
无形资产摊销(万元),,424,,457,,323,,735,180,645,380,197,
长期待摊费用摊销(万元),,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,0,,1,1,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-13,,-1223,,-396,,717,105,-1047,-317,31,
投资损失(万元),,-35,,-100,,-32,,-6,-6,-234,-111,-150,
递延所得税资产减少(万元),,4,,-18,,-43,,-17,-44,24,-41,-15,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-7082,,-9139,,-3751,,7081,-4779,-8518,6051,-8893,
经营性应收项目的减少(万元),,-3838,,2047,,4427,,-5895,2073,-1806,-1025,-2328,
经营性应付项目的增加(万元),,5009,,2970,,-927,,-6397,-2430,5246,-4828,3353,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,0,918,894,975,
经营活动产生现金流量净额(万元),,226,,8440,,5650,,5376,-3435,6046,12117,389,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),38342,45618,16160,16372,9981,13693,14581,9894,17793,22422,7040,1925,
现金的期初余额(万元),16372,16372,16372,9894,6794,9894,9894,22422,22422,7040,1925,4279,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),21970,29245,-212,6478,3187,3799,,-12527,-4629,15382,5115,-2354,

