报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
财务费用(万元),,,,1171,,391,,631,1566,1166,57,695,387,1373,1544,
投资损失(万元),,,,,,,,,-1,7,281,-18,1,204,-4,
递延所得税资产减少(万元),,,,-156,,-54,,-55,142,290,-137,-20,-203,-57,-37,
递延所得税负债增加(万元),,,,,,25,,,,,,,,,,
存货的减少(万元),,,,-3526,,-3112,,-4778,-5798,-2829,-3404,-2254,-910,-5686,-6323,
经营性应收项目的减少(万元),,,,-7515,,-12605,,-650,-9171,-6387,-13555,-3122,-4754,2776,-3974,
经营性应付项目的增加(万元),,,,9247,,4009,,5577,6370,4487,19789,880,-1955,308,8220,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,16634,,-2437,,15294,6600,2999,15581,1973,2503,6006,6340,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),78426,25926,25743,26782,19848,21180,18999,23906,13459,18762,21422,17368,12771,13163,12524,
现金的期初余额(万元),26782,26782,26782,23906,23906,23906,23906,13459,21535,21535,13071,12771,13163,12524,13597,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),51644,-856,-1039,2876,-4058,-2726,-4907,10447,-8076,-2773,8351,4597,-393,639,-1073,

