报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,
期末现金及现金等价物余额(万元),1841767,1884347,2010318,1917351,1646438,1902565,1307794,
净利润(万元),,96769,173645,,84833,141532,122295,
少数股东损益(万元),,,,,,,,
未确认的投资损失(万元),,,,,,,,
资产减值准备(万元),,,,,55627,117641,102689,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,9288,17763,,8805,17760,17101,
无形资产摊销(万元),,,,,,,,
长期待摊费用摊销(万元),,,,,,,,
待摊费用的减少(万元),,,,,,,,
预提费用的增加(万元),,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,41,257,,24,-42,-268,
固定资产报废损失(万元),,,,,,,,
公允价值变动损失(万元),,8705,47985,,29558,-227901,221266,
递延收益增加(减：减少)(万元),,,,,,,,
预计负债(万元),,,,,,922,200,
财务费用(万元),,-67094,-139349,,-81385,-401082,-530784,
投资损失(万元),,-88045,-89852,,-66847,160718,43018,
递延所得税资产减少(万元),,-29079,-24135,,-3403,32677,-73180,
递延所得税负债增加(万元),,,,,,,,
存货的减少(万元),,,,,,,,
经营性应收项目的减少(万元),,-1606895,-2291854,,-1486224,-2753763,-1920642,
经营性应付项目的增加(万元),,1457540,1399745,,1260266,-705342,1727109,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,
其他(万元),,,,,,,,
经营活动产生现金流量净额(万元),,-111839,-765260,,-198748,-3616880,-291195,
债务转为资本(万元),,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,
融资租入固定资产(万元),,,,,,,,
现金的期末余额(万元),1841767,20830,16421,1917351,14908,14664,16198,
现金的期初余额(万元),2010318,16421,14664,1902565,14664,16198,18369,
现金等价物的期末余额(万元),,1863517,1993897,,1631530,1887901,1291596,
现金等价物的期初余额(万元),,1993897,1887901,,1887901,1291596,900953,
现金及现金等价物的净增加额(万元),-168551,-125971,107753,14786,-256127,594771,388472,

