报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,-3,,-3,,655,19,
固定资产报废损失(万元),,,,-19,,-19,,13,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,612,,1209,,519,,1352,,647,,1326,,1573,595,
投资损失(万元),,,,,,,,,,,,,,,,
递延所得税资产减少(万元),,11,,3,,-61,,-41,,18,,-50,,-134,-119,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,
存货的减少(万元),,-4645,,-10293,,142,,-3144,,-7103,,-3336,,-1780,-23581,
经营性应收项目的减少(万元),,4304,,-4408,,-2651,,-3327,,356,,-11806,,-111,-7478,
经营性应付项目的增加(万元),,-1648,,6073,,1849,,5163,,2804,,4679,,1081,7892,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,-18,,7,,60,,46,,-243,-116,
经营活动产生现金流量净额(万元),,1841,,347,,3488,,7859,,17,,-1886,,6623,-18652,
债务转为资本(万元),,,,,,,,,,,,,,,2503,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),18848,21693,27162,26269,28632,37135,39173,45868,5698,2789,6038,5035,3745,15163,2572,
现金的期初余额(万元),26269,26269,26269,45868,45868,45868,45868,5035,5035,5035,5035,15163,15163,2572,5932,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-7420,-4576,893,-19599,-17236,-8733,-6695,40833,663,-2246,1003,-10128,-11417,12591,-3360,

