报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
投资活动产生的现金流量净额(万元),-22331,-4866,-2114,-1024,-563,-422,-11,-5302,-3688,3136,-15009,-10454,
吸收投资收到的现金(万元),39312,39312,,,,,,,,,15927,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),21000,10000,8000,34600,31100,17600,5600,42500,15000,32290,25808,23051,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,10191,10191,4689,9360,14994,
筹资活动现金流入小计(万元),60312,49312,8000,34600,31100,17600,5600,52691,25191,36979,51095,38045,
偿还债务支付的现金(万元),36100,19600,5600,42500,39500,22000,4500,32290,14350,25308,23551,24239,
分配股利、利润或偿付利息所支付的现金(万元),7064,6785,6259,5089,4626,4132,567,3004,1908,1996,2485,1937,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),3087,2403,642,2629,1853,1227,610,18054,21253,2242,8541,35,
筹资活动现金流出小计(万元),46251,28787,12501,50218,45979,27359,5677,53348,37512,29546,34577,26211,
筹资活动产生的现金流量净额(万元),14061,20525,-4501,-15618,-14879,-9759,-77,-657,-12320,7433,16518,11835,
汇率变动对现金及现金等价物的影响(万元),324,37,-159,-178,-122,-238,-368,-193,-63,198,302,-70,
现金及现金等价物净增加额(万元),5302,29542,-1793,-4496,-9894,-4451,-4974,9782,1988,-6056,7602,-2478,
加:期初现金及现金等价物余额(万元),10336,10336,10336,14832,14832,14832,14832,5050,5050,11106,3504,5982,
期末现金及现金等价物余额(万元),15638,39878,8543,10336,4938,10381,9858,14832,7038,5050,11106,3504,
净利润(万元),,11964,,15931,,,,13586,3724,4624,2881,590,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-125,,112,,,,-41,-372,1848,346,75,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1223,,2363,,,,2075,1036,1854,1455,1025,
无形资产摊销(万元),,62,,124,,,,123,61,117,110,96,
长期待摊费用摊销(万元),,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,-9,,,
固定资产报废损失(万元),,,,,,,,15,6,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,868,,2257,,,,2306,1081,1798,1958,1258,
投资损失(万元),,,,,,,,,,-2,,,
递延所得税资产减少(万元),,38,,38,,,,793,542,-386,-86,-207,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-1976,,771,,,,2280,-743,-5377,-2660,-4254,
经营性应收项目的减少(万元),,1150,,-7911,,,,-2315,11503,-23244,2109,-2817,
经营性应付项目的增加(万元),,643,,-1363,,,,-2887,1220,1955,-323,445,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,13847,,12324,,,,15934,18059,-16823,5790,-3789,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),15638,39878,8543,10336,4938,10381,9858,14832,7038,5050,11106,3504,
现金的期初余额(万元),10336,10336,10336,14832,14832,14832,14832,5050,5050,11106,3504,5982,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),5302,29542,-1793,-4496,,-4451,,9782,1988,-6056,7602,-2478,

