报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
经营性应收项目的减少(万元),,-2972,-1229,-679,,,,,13,
经营性应付项目的增加(万元),,-5886,-7583,8244,,,,,11285,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,
其他(万元),,,,,,,,,724,
经营活动产生现金流量净额(万元),,-1205,-8854,24335,,,,,18255,
债务转为资本(万元),,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,
现金的期末余额(万元),86712,6803,2957,8107,3144,5076,7295,8865,2375,
现金的期初余额(万元),8107,8107,8107,7295,7295,7295,8865,2375,444,
现金等价物的期末余额(万元),,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,
现金及现金等价物的净增加额(万元),78605,-1304,-5150,812,-4151,-2219,-1570,6489,1932,

