报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,10,6360,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),16354,716,594,8263,7291,3602,2243,4884,2104,8393,
投资活动产生的现金流量净额(万元),-16354,-716,-594,-8261,-7289,-3600,-2241,-4844,-2085,-8393,
吸收投资收到的现金(万元),50331,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),1500,1500,1500,5877,3111,1111,1111,6974,9000,17000,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流入小计(万元),51831,1500,1500,5877,3111,1111,1111,6974,9000,17000,
偿还债务支付的现金(万元),6756,2569,1500,5840,2516,500,500,8786,16000,17000,
分配股利、利润或偿付利息所支付的现金(万元),2660,2611,56,2739,2668,2621,50,2273,5463,3650,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),-132,30,30,248,218,148,,,,,
筹资活动现金流出小计(万元),9284,5209,1586,8826,5402,3269,550,11059,21463,20650,
筹资活动产生的现金流量净额(万元),42548,-3709,-86,-2949,-2290,-2158,562,-4085,-12463,-3650,
汇率变动对现金及现金等价物的影响(万元),-62,81,73,49,79,-22,-107,102,-300,216,
现金及现金等价物净增加额(万元),35592,2187,2280,3149,1115,3140,2480,1538,-1776,932,
加:期初现金及现金等价物余额(万元),16308,16308,16308,13159,13159,13159,13159,11620,13397,12465,
期末现金及现金等价物余额(万元),51900,18495,18588,16308,14274,16298,15638,13159,11620,13397,
净利润(万元),,5176,2810,,,5332,2236,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1044,517,,,701,349,,,,
无形资产摊销(万元),,97,48,,,85,43,,,,
长期待摊费用摊销(万元),,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,0,,,,
固定资产报废损失(万元),,,,,,1,,,,,
公允价值变动损失(万元),,,,,,-73,-73,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,28,-29,,,151,206,,,,
投资损失(万元),,75,11,,,-9,59,,,,
递延所得税资产减少(万元),,-40,-30,,,26,6,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,782,1075,,,-210,770,,,,
经营性应收项目的减少(万元),,-624,-1425,,,2380,1740,,,,
经营性应付项目的增加(万元),,-136,-182,,,387,-1189,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,96,53,,,91,49,,,,
经营活动产生现金流量净额(万元),,6532,2887,,,8920,4266,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),51900,18495,18588,16308,14274,16298,15638,13159,11620,13397,
现金的期初余额(万元),16308,16308,16308,13159,13159,13159,13159,11620,13397,12465,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),35592,2187,2280,3149,1115,3140,2480,1538,-1776,932,

