报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),8219,4490,5302,3913,2220,7780,5027,1497,4690,998,738,
投资所支付的现金(万元),15080,,,,,666,,,1450,,350,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,-633,-843,,,,,,719,,
支付的其他与投资活动有关的现金(万元),,,1350,1350,620,,,,,,32,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),23299,4490,6019,4420,2840,8446,5027,1497,6140,1717,1120,
投资活动产生的现金流量净额(万元),-8164,-4488,-4663,-3064,-2219,-8162,-4983,-1495,-4658,-1716,-1120,
吸收投资收到的现金(万元),,,,,,,7188,6900,1000,3200,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,
取得借款收到的现金(万元),8000,4000,10700,7500,3500,12700,10100,3000,5800,6200,3400,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,7241,1519,960,
筹资活动现金流入小计(万元),8000,4000,10700,7500,3500,12700,17288,9900,14041,10919,4360,
偿还债务支付的现金(万元),6000,2000,13200,6900,3000,8800,8100,3000,4700,5900,3200,
分配股利、利润或偿付利息所支付的现金(万元),476,257,2806,2601,2404,2178,3985,174,2336,5453,1184,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,6300,1035,1638,
筹资活动现金流出小计(万元),6476,2257,16006,9501,5404,10978,12085,3174,13336,12388,6022,
筹资活动产生的现金流量净额(万元),1524,1743,-5306,-2001,-1904,1722,5203,6726,705,-1470,-1663,
汇率变动对现金及现金等价物的影响(万元),-9,-3,3,3,3,26,-7,,,59,14,
现金及现金等价物净增加额(万元),-2965,-995,4176,-267,-223,1134,363,6559,-621,198,739,
加:期初现金及现金等价物余额(万元),6531,6531,2355,2355,2355,1220,857,857,1477,1280,541,
期末现金及现金等价物余额(万元),3566,5535,6531,2088,2132,2355,1220,7416,857,1477,1280,
净利润(万元),6343,4628,10856,7176,5140,13326,10820,4936,5631,3793,3362,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),39,39,28,91,91,42,224,51,280,122,45,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),1951,1284,1846,402,898,1566,1090,486,740,713,415,
无形资产摊销(万元),149,98,147,70,70,79,36,13,26,26,26,
长期待摊费用摊销(万元),27,21,44,33,22,48,39,19,39,22,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),-44,-1,6,,,,,2,-41,1,1,
固定资产报废损失(万元),6,,,6,,77,76,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),512,257,818,544,421,832,649,238,394,387,391,
投资损失(万元),,,-55,,-7,-0,,,23,-0,,
递延所得税资产减少(万元),-10,-28,76,76,76,-82,-41,-16,-61,139,67,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),-3406,-2802,563,563,253,-3090,-2781,-1984,-2341,-512,64,
经营性应收项目的减少(万元),-2348,-2789,-1386,-1386,-526,-1968,-9235,-1768,-5005,-3649,-1640,
经营性应付项目的增加(万元),431,967,1193,-2736,-2520,-3280,-727,-650,3647,2284,777,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),33,,,,,,,,,,,
经营活动产生现金流量净额(万元),3684,1753,14142,4795,3898,7549,150,1328,3332,3325,3508,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),3566,5535,6531,6531,2132,2355,1220,7416,857,1477,1280,
现金的期初余额(万元),6531,6531,2355,,2355,1220,857,857,1477,1280,541,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-2965,-995,4176,6531,-223,1134,363,6559,-621,198,739,

