报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,3015,2816,,
经营活动产生现金流量净额(万元),,-9646,,29597,,18990,,26877,,23168,24016,33484,21864,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),98011,89252,91050,64325,52158,60397,47154,54638,47679,78752,65852,34874,20682,
现金的期初余额(万元),64325,64325,64325,54638,54638,54638,54638,65852,65852,65852,34874,20682,21127,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),33686,24927,26725,9687,-2480,5759,-7484,-11215,-18173,12900,30978,14192,-444,

