报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
筹资活动产生的现金流量净额(万元),51380,18648,8198,-2855,-7367,-6894,3538,-4420,5331,-6458,-7288,
汇率变动对现金及现金等价物的影响(万元),-11,-23,-39,96,57,-20,-92,-368,359,186,33,
现金及现金等价物净增加额(万元),27982,21254,14471,-998,-8592,-15888,7619,-10564,36430,-7176,5380,
加:期初现金及现金等价物余额(万元),29659,29659,29659,30657,30657,30657,30657,41221,4791,11967,6587,
期末现金及现金等价物余额(万元),57641,50913,44129,29659,22066,14769,38277,30657,41221,4791,11967,
净利润(万元),,,3062,16978,,8022,3847,16464,12229,7435,7226,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,,130,1104,,1147,657,690,186,150,104,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,574,2246,,1152,572,2149,2016,3351,4909,
无形资产摊销(万元),,,56,198,,99,49,172,81,45,45,
长期待摊费用摊销(万元),,,29,115,,58,29,116,,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,36,,27,4,29,41,81,151,
固定资产报废损失(万元),,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,,-75,-466,,-204,-156,-10,-470,-634,-479,
投资损失(万元),,,,,,,,-64,-431,-102,,
递延所得税资产减少(万元),,,-49,-129,,-294,-170,-86,-241,154,-42,
递延所得税负债增加(万元),,,,,,,,,,,,
存货的减少(万元),,,1228,4306,,1170,-77,-9525,-1592,1236,-2744,
经营性应收项目的减少(万元),,,2271,-1657,,-2921,-1429,-2261,604,-1357,2468,
经营性应付项目的增加(万元),,,-65,-6140,,-4085,-1848,3913,6568,-4443,2720,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,,,,,,,,,,,
经营活动产生现金流量净额(万元),,,7161,16592,,4170,1478,11588,18993,5917,14358,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),57641,50913,44129,29659,22066,14769,38277,30657,41221,4791,11967,
现金的期初余额(万元),29659,29659,29659,30657,30657,30657,30657,41221,4791,11967,6587,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),27982,21254,14471,-998,-8592,-15888,7619,-10564,36430,-7176,5380,

