报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,-106,-473,,,,,,
投资损失(万元),,-17,-36,,,,,,
递延所得税资产减少(万元),,207,-228,,,,,,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,1523,-1249,,,,,,
经营性应收项目的减少(万元),,-3,-5220,,,,,,
经营性应付项目的增加(万元),,-3113,2608,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,101,248,,,,,,
经营活动产生现金流量净额(万元),,4560,7453,,,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),2776,4304,3817,3902,5233,5494,1129,2301,
现金的期初余额(万元),3817,3817,5494,5494,5494,1129,2301,863,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-1040,488,-1677,-1593,-261,4365,-1172,1438,

