报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,1216,1009,,208,849,554,1115,401,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,877,2765,,1160,614,1309,1153,1258,
无形资产摊销(万元),,,152,566,,232,32,257,57,51,
长期待摊费用摊销(万元),,,104,412,,189,33,179,129,109,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,2,,2,,-0,0,54,
固定资产报废损失(万元),,,,0,,0,,0,13,5,
公允价值变动损失(万元),,,,,,0,,0,0,0,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,17,194,,110,55,317,91,139,
投资损失(万元),,,-92,-78,,-22,8,-51,-52,9,
递延所得税资产减少(万元),,,-36,195,,224,-175,-545,-449,-114,
递延所得税负债增加(万元),,,,,,-41,,0,0,0,
存货的减少(万元),,,711,-6996,,4791,1439,-8582,-5205,-4016,
经营性应收项目的减少(万元),,,-7266,-2750,,-915,-8917,-765,-3995,3568,
经营性应付项目的增加(万元),,,-1660,17100,,-9038,6481,15740,5937,-1576,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,0,,0,0,0,
经营活动产生现金流量净额(万元),,,-365,30971,,5429,4676,23069,9345,7063,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),56658,25934,16700,18253,6297,5435,10662,13170,3373,4687,
现金的期初余额(万元),18253,18253,18253,13170,13170,13170,13170,3373,4687,1158,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),38404,7681,-1554,5083,-6874,-7735,-2508,9797,-1313,3529,

