报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
经营性应付项目的增加(万元),,178,,-3273,,-3665,,1402,,-911,,2488,,730,,390,-986,-206,,945,1425,-469,-583,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,237,,796,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,1473,,6584,,2806,,5336,,2542,,7494,,3384,,7379,4544,2757,,4879,5321,4978,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),5196,8330,8940,8766,10315,7550,6726,7231,7575,5746,9087,10612,9401,10316,2787,2695,3502,2703,3710,3208,4466,3983,2569,
现金的期初余额(万元),8766,8766,8766,7231,7231,7231,7231,10612,10612,10612,10612,2695,2695,2695,2695,3208,3208,3208,3208,4466,3983,2569,1890,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-3570,-436,174,1535,3084,318,-505,-3381,-3037,-4866,-1525,7917,6707,7621,92,-513,294,-505,502,-1258,483,1414,679,

