报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,22995,,73631,,6641,,77043,,23519,,31322,76561,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,135946,,386792,,160994,,368602,,159925,,338978,306649,
无形资产摊销(万元),,,,,,,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-8493,,-12831,,-12041,,4289,,7342,,4229,-6214,
固定资产报废损失(万元),,1676,,,,,,,,,,,,
公允价值变动损失(万元),,-2204,,12,,28423,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,35708,,54360,,29083,,10452,,3255,,6133,9784,
投资损失(万元),,-457,,42016,,2719,,-1810,,726,,498,-959,
递延所得税资产减少(万元),,-1558,,17412,,20308,,-27820,,-14158,,-14392,-27719,
递延所得税负债增加(万元),,-2063,,9131,,783,,87,,237,,13,-3978,
存货的减少(万元),,-170918,,-206515,,-778727,,-747714,,-553131,,-144798,-397574,
经营性应收项目的减少(万元),,1769613,,-536713,,1229318,,-4601566,,491091,,-440048,-123146,
经营性应付项目的增加(万元),,-2432698,,682508,,-43044,,4147825,,57205,,874823,-410510,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-124742,,2200559,,1189096,,851381,,704668,,2095775,857905,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),5986286,5538011,5711745,6013327,5333109,5019711,2402739,1418526,1396915,709984,615352,483689,839303,
现金的期初余额(万元),6013327,6013327,6013327,1418526,1418526,1418526,1418526,483689,550262,483689,483689,839303,615642,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-27041,-475316,-301582,4594801,3914583,3601185,984213,934837,,226295,131663,-355614,223662,

