报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,0,0,0,0,2301,2301,2301,0,504,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),9402,7060,3506,4083,2832,2284,1786,1500,957,2231,594,91,
投资所支付的现金(万元),,,,,,,,2300,2300,,1500,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),9402,7060,3506,4083,2832,2284,1786,3800,3257,2231,2094,91,
投资活动产生的现金流量净额(万元),-9402,-7060,-3506,-4083,-2832,-2284,-1786,-1499,-956,70,-2094,413,
吸收投资收到的现金(万元),,,,66118,,,,32,,1416,600,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,32,,30,,,
取得借款收到的现金(万元),14100,7000,7000,17652,15662,8712,6043,21794,20794,7182,1900,200,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,1052,,,,,,,,,
筹资活动现金流入小计(万元),14100,7000,7000,84822,15662,8712,6043,21826,20794,8598,2500,200,
偿还债务支付的现金(万元),13619,12619,6669,13833,7843,3543,2043,17476,16476,4200,600,,
分配股利、利润或偿付利息所支付的现金(万元),4021,3888,83,548,399,280,138,2903,2802,71,35,1,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),164,,164,698,30,30,30,,,,,,
筹资活动现金流出小计(万元),17804,16507,6916,15079,8273,3853,2212,20378,19277,4271,635,1,
筹资活动产生的现金流量净额(万元),-3704,-9507,84,69743,7390,4859,3832,1447,1516,4326,1865,199,
汇率变动对现金及现金等价物的影响(万元),484,223,-335,403,-504,-54,-517,-1735,-1377,473,-56,24,
现金及现金等价物净增加额(万元),-22920,-12756,540,66114,10879,13401,-3575,963,2443,14615,1173,-274,
加:期初现金及现金等价物余额(万元),83461,83461,83461,17347,17347,17347,17347,16385,16385,1769,596,870,
期末现金及现金等价物余额(万元),60541,70704,84000,83461,28226,30748,13772,17347,18828,16385,1769,596,
净利润(万元),,12374,,17043,,8917,,12968,,10703,2293,12,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,851,,675,,305,,-89,,632,652,127,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,166,,257,,118,,199,,146,65,72,
无形资产摊销(万元),,53,,84,,37,,51,,28,17,13,
长期待摊费用摊销(万元),,20,,66,,35,,47,,20,7,7,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,0,,-178,,,
固定资产报废损失(万元),,,,-0,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,33,,150,,339,,2150,,-401,96,-16,
投资损失(万元),,,,,,,,-0,,-4,,-4,
递延所得税资产减少(万元),,-262,,-227,,-25,,48,,-294,-113,-23,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-53954,,-70368,,-31034,,-29259,,-21733,-4408,-1016,
经营性应收项目的减少(万元),,-20532,,-18055,,-16840,,-16634,,-8498,-4559,-962,
经营性应付项目的增加(万元),,66705,,72348,,51687,,34222,,28236,7409,880,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,-1866,,-1924,,-2659,,-952,,1089,,,
经营活动产生现金流量净额(万元),,3587,,50,,10880,,2750,,9746,1457,-910,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),60541,70704,84000,83461,28226,30748,13772,17347,18828,16385,1769,596,
现金的期初余额(万元),83461,83461,83461,17347,17347,17347,17347,16385,16385,1769,596,870,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-22920,-12756,540,66114,10879,13401,,963,,14615,1173,-274,

