报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
筹资活动产生的现金流量净额(万元),35316,37494,-1818,12760,14651,15179,20733,-23802,3723,22696,-8712,-24701,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,
现金及现金等价物净增加额(万元),80956,-23090,-14163,25180,-47238,-37956,-55803,-7220,-50036,16298,-19754,51123,
加:期初现金及现金等价物余额(万元),90888,90888,90888,65709,65709,65709,65709,72929,72929,56631,76386,25263,
期末现金及现金等价物余额(万元),171845,67798,76725,90888,18471,27753,9906,65709,22893,72929,56631,76386,
净利润(万元),,1201,,12030,,932,,9419,,10394,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,2217,,513,,2479,,860,,517,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2781,,6295,,3135,,6175,,5472,,,
无形资产摊销(万元),,131,,259,,129,,247,,234,,,
长期待摊费用摊销(万元),,20,,39,,18,,11,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,6,,,,,,,,,
固定资产报废损失(万元),,6,,0,,0,,,,1,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-429,,2174,,1087,,2128,,1157,,,
投资损失(万元),,-406,,-2209,,-1221,,-866,,-1164,,,
递延所得税资产减少(万元),,-2,,-1732,,-304,,-745,,-1869,,,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-11591,,4969,,-6325,,8679,,29704,,,
经营性应收项目的减少(万元),,-86306,,-51725,,-44044,,-65776,,-4880,,,
经营性应付项目的增加(万元),,27840,,49914,,-389,,95139,,-56336,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-64535,,20534,,-44503,,55271,,-16770,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),171845,67798,76725,90888,18471,27753,9906,65709,22893,72929,56631,76386,
现金的期初余额(万元),90888,90888,90888,65709,65709,65709,65709,72929,72929,56631,76386,25263,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),80956,-23090,-14163,25180,-47238,-37956,,-7220,-50036,16298,-19754,51123,

