报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
投资活动产生的现金流量净额(万元),-96872,-27240,-16943,-16101,-15447,-19058,-8698,-55459,-26384,-25940,-58349,-54358,-76712,
吸收投资收到的现金(万元),43139,43139,43139,,,,,11592,11592,11592,35246,53008,479,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,468,468,468,956,3008,479,
取得借款收到的现金(万元),152263,45000,15000,129815,114915,74915,58293,110581,80081,46697,191999,271763,177147,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,140,,,,,,,,,,,
筹资活动现金流入小计(万元),195401,88139,58278,129815,114915,74915,58293,155970,109374,58289,280256,442188,177625,
偿还债务支付的现金(万元),103330,73330,40000,121967,108750,39750,36000,121999,84653,42991,161033,245248,127126,
分配股利、利润或偿付利息所支付的现金(万元),10254,3559,1819,8383,6562,4476,2282,9389,7390,4885,42223,10790,5778,
其中：子公司支付给少数股东的股利、利润(万元),291,291,,483,483,483,483,562,534,534,724,37,,
支付其他与筹资活动有关的现金(万元),1759,1759,2407,,,,188,,,,,,,
筹资活动现金流出小计(万元),115343,78649,44226,166624,151587,65474,59469,163026,105517,48197,278510,388174,132904,
筹资活动产生的现金流量净额(万元),80058,9490,14052,-36809,-36671,9442,-1176,-7056,3857,10092,1746,54013,44722,
汇率变动对现金及现金等价物的影响(万元),-206,1,-9,-74,-72,-90,-116,-288,-206,-72,51,171,0,
现金及现金等价物净增加额(万元),14340,3805,1656,-9258,-16638,10990,-5013,-16895,404,-12244,-10901,45295,3169,
加:期初现金及现金等价物余额(万元),30434,30434,30434,39692,39692,39692,39692,56587,56587,56587,67489,22193,19024,
期末现金及现金等价物余额(万元),44774,34240,32090,30434,23054,50682,34680,39692,56991,44344,56587,67489,22193,
净利润(万元),,10817,,24662,17898,10343,,21594,15910,,14556,29680,,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,650,,1049,1344,1583,,1492,667,,224,4694,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,13509,,25942,19106,12643,,23994,17405,,20537,14404,,
无形资产摊销(万元),,634,,1264,905,593,,984,664,,855,594,,
长期待摊费用摊销(万元),,503,,1111,810,540,,822,475,,562,579,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,884,,1117,1333,1004,,2199,1475,,2360,2272,,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,3133,,7563,5675,3758,,8210,6521,,3992,6002,,
投资损失(万元),,-226,,-3094,-1738,-83,,-3048,-1283,,-3158,-25337,,
递延所得税资产减少(万元),,-167,,61,57,-91,,494,505,,358,1449,,
递延所得税负债增加(万元),,-26,,-59,-34,-23,,-46,-34,,-52,-21,,
存货的减少(万元),,1962,,-1282,-909,2722,,-2535,865,,-822,-11713,,
经营性应收项目的减少(万元),,-13054,,-6817,-12634,-10257,,-6468,-17167,,-5448,3275,,
经营性应付项目的增加(万元),,4093,,-5531,4930,-1262,,2729,-1591,,13502,21725,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,-1156,,-2261,,,,,,,,,,
经营活动产生现金流量净额(万元),,21555,,43726,35552,20697,,45908,23137,,45650,45468,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),44774,34240,32090,30434,23054,50682,34680,39692,56991,44344,56587,67489,22193,
现金的期初余额(万元),30434,30434,30434,39692,39692,39692,39692,56587,56587,56587,67489,22193,19024,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),14340,3805,1656,-9258,-16638,10990,,-16895,404,-12244,-10901,45295,3169,

