报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
期末现金及现金等价物余额(万元),10116,9841,7190,8690,9969,7007,14915,4398,3588,110,156,
净利润(万元),,4117,8138,,4580,7698,4302,4487,3516,2833,324,
少数股东损益(万元),,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,
资产减值准备(万元),,,87,,79,160,-9,-10,-76,232,649,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1318,2144,,1006,2008,984,1518,648,1098,617,
无形资产摊销(万元),,44,88,,25,37,15,30,17,27,22,
长期待摊费用摊销(万元),,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,-1,-24,
固定资产报废损失(万元),,21,8,,1,76,,,,,,
公允价值变动损失(万元),,,,,,5,8,-5,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,134,-350,,-114,270,225,570,310,202,409,
投资损失(万元),,,,,,20,,,,,,
递延所得税资产减少(万元),,-2,-27,,-31,18,-54,110,106,-87,-8,
递延所得税负债增加(万元),,,,,,-1,-1,1,,,,
存货的减少(万元),,935,-1329,,-1869,-2318,-2301,2462,1361,-478,-240,
经营性应收项目的减少(万元),,-4949,2144,,6048,-16501,-4106,-4739,-2084,-4957,674,
经营性应付项目的增加(万元),,2753,-4149,,-3548,4911,-498,-660,-981,-3390,2055,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,30,-1081,,-1761,336,-602,-679,-1499,-464,896,
经营活动产生现金流量净额(万元),,4539,5674,,4417,-3283,-2037,3086,1319,-4984,5373,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),10116,9841,7190,8690,9969,7007,14915,4398,3588,110,156,
现金的期初余额(万元),9108,7190,7007,7844,7007,4398,4398,110,110,156,337,
现金等价物的期末余额(万元),,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,
现金及现金等价物的净增加额(万元),1008,2651,183,846,2962,2609,10518,4287,3478,-45,-181,

