报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
支付其他与筹资活动有关的现金(万元),1172,85,5361,1974,2190,2843,24207,249,154,130,82,392,
筹资活动现金流出小计(万元),26709,13734,31369,13295,9273,51938,84270,42815,37372,24680,19995,26702,
筹资活动产生的现金流量净额(万元),93729,461,1252,4055,5010,-9858,-27734,-1340,759,-2000,-1074,1683,
汇率变动对现金及现金等价物的影响(万元),357,117,305,410,-110,-1071,868,127,125,15,-231,-66,
现金及现金等价物净增加额(万元),102547,8437,-3965,-523,53,1130,4376,791,519,-613,3576,-1434,
加:期初现金及现金等价物余额(万元),7167,7167,11132,11132,11132,10002,5305,4513,4513,5126,1550,2984,
期末现金及现金等价物余额(万元),109714,15605,7167,10610,11185,11132,9681,5305,5033,4513,5126,1550,
净利润(万元),,8847,20323,,7219,10430,72477,7348,5420,6145,5455,4533,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,276,1272,,403,606,478,896,263,13,254,155,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3117,4563,,1927,4164,2665,2516,1826,2390,1754,1460,
无形资产摊销(万元),,439,933,,528,649,555,381,227,268,158,101,
长期待摊费用摊销(万元),,34,49,,25,68,30,68,54,51,14,2,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,1,,-0,-2,,,,,65,4,
固定资产报废损失(万元),,4,289,,79,3,20,-42,-8,5,,,
公允价值变动损失(万元),,,,,-48,,,71,-20,-27,,20,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,801,1319,,704,2494,-2890,1282,854,1035,877,763,
投资损失(万元),,-0,-62,,-7,,-85310,-129,-52,-25,,-15,
递延所得税资产减少(万元),,-765,-1109,,-612,-1276,-490,-179,-35,-102,-114,-124,
递延所得税负债增加(万元),,162,806,,12,,,-4,3,4,,-3,
存货的减少(万元),,540,-4397,,-1891,-3885,-2510,-1327,-1349,2354,-2220,-2190,
经营性应收项目的减少(万元),,4820,-5086,,1714,-2868,-5756,-459,248,1447,57,-1278,
经营性应付项目的增加(万元),,-4377,-554,,-1245,-5448,13345,248,970,-4465,5951,96,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,13896,18346,,8807,4935,-7431,10671,8402,9094,12250,3525,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),109714,15605,7167,10610,11185,11132,9681,5305,5033,4513,5126,1550,
现金的期初余额(万元),7167,7167,11132,11132,11132,10002,5305,4513,4513,5126,1550,2984,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),102547,8437,-3965,-523,53,1130,4376,791,519,-613,3576,-1434,

