报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,
偿还债务支付的现金(万元),11974699,6163590,3034335,4909015,2557295,1520131,299330,6642953,5375580,
分配股利、利润或偿付利息所支付的现金(万元),164642,97799,36509,190966,150942,116957,39006,183518,97254,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,
支付其他与筹资活动有关的现金(万元),4969,,,,,,,,,
筹资活动现金流出小计(万元),12144310,6261389,3070844,5099981,2708236,1637088,338336,6826471,5472834,
筹资活动产生的现金流量净额(万元),1015690,855611,499156,1208929,1138764,536912,851664,-1470471,2461166,
汇率变动对现金及现金等价物的影响(万元),3472,1326,-4551,5414,5280,1393,-5434,-5361,8558,
现金及现金等价物净增加额(万元),-1817575,-1488740,-387250,242131,-685997,-1096685,-1340789,39659,155001,
加:期初现金及现金等价物余额(万元),2924077,2924077,2924077,2681946,2681946,2604125,2681946,2642287,2487286,
期末现金及现金等价物余额(万元),1106502,1435337,2536827,2924077,1995949,1507440,1341157,2681946,2642287,
净利润(万元),,151017,73739,231444,,,65707,215019,198743,
少数股东损益(万元),,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,
资产减值准备(万元),,-0,,205036,,,41710,148009,187179,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,12973,6442,23752,,,6064,25872,20577,
无形资产摊销(万元),,6199,3164,12845,,,3131,11996,8845,
长期待摊费用摊销(万元),,3034,1529,7379,,,1729,7111,4311,
待摊费用的减少(万元),,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1368,-456,-997,,,-11,-699,272,
固定资产报废损失(万元),,,,,,,,,,
公允价值变动损失(万元),,-13730,-21442,-24779,,,-6605,28439,-3712,
递延收益增加(减：减少)(万元),,,,,,,,,,
预计负债(万元),,,,,,,,,,
财务费用(万元),,86949,44039,160059,,,39006,152383,91044,
投资损失(万元),,-171470,-86760,-552237,,,-145841,-549477,-430116,
递延所得税资产减少(万元),,-25845,-6876,-18448,,,,-20601,-2147,
递延所得税负债增加(万元),,,,,,,272,,,
存货的减少(万元),,,,,,,,,,
经营性应收项目的减少(万元),,-2862358,-1918476,-1961536,,,-1379341,-2824594,-1845074,
经营性应付项目的增加(万元),,1906860,1934980,1067093,,,1345929,3496031,195284,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,
其他(万元),,,,,,,,,,
经营活动产生现金流量净额(万元),,-761650,115779,-854793,,,-22816,694850,-1583347,
债务转为资本(万元),,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,
现金的期末余额(万元),1106502,1435337,2536827,2924077,1995949,1507440,1341157,2681946,2642287,
现金的期初余额(万元),2924077,2924077,2924077,2681946,2681946,2604125,2681946,2642287,2487286,
现金等价物的期末余额(万元),,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,
现金及现金等价物的净增加额(万元),-1817575,-1488740,-387250,242131,-685997,-1096685,,39659,155001,

