报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
经营性应收项目的减少(万元),,-17750,,-4572,,-7055,,-11275,-8383,-1426,
经营性应付项目的增加(万元),,-3246,,-517,,1410,,5633,8281,1207,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,3372,,
经营活动产生现金流量净额(万元),,-15368,,14451,,-377,,3180,8996,6496,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),21416,9484,5401,15409,2685,14341,4581,17840,8259,5898,
现金的期初余额(万元),15409,15409,15409,17840,17840,17840,17840,8259,5898,2164,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),6007,-5925,-10008,-2431,-15155,-3499,-13259,9581,2362,3734,

