报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),135073,110479,129206,90092,49232,56800,97005,123850,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),139605,113886,138931,96402,51449,69813,105529,131036,
投资活动产生的现金流量净额(万元),-4403,-3294,-9529,-6138,-2122,-12828,7553,-18925,
吸收投资收到的现金(万元),41602,,260,,,6280,132,33,
其中：子公司吸收少数股东投资收到的现金(万元),,,260,,,220,132,33,
取得借款收到的现金(万元),3980,2980,32650,27250,21050,20659,20000,31399,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),435,306,339,,,275,7084,25492,
筹资活动现金流入小计(万元),46018,3286,33250,27250,21050,27214,27217,56924,
偿还债务支付的现金(万元),18243,18223,30709,25709,15059,18800,33226,38423,
分配股利、利润或偿付利息所支付的现金(万元),520,444,3471,3214,2964,3574,962,2878,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),4688,275,420,248,37,324,13567,17757,
筹资活动现金流出小计(万元),23450,18942,34600,29170,18060,22699,47754,59057,
筹资活动产生的现金流量净额(万元),22567,-15656,-1351,-1920,2990,4515,-20538,-2133,
汇率变动对现金及现金等价物的影响(万元),126,201,117,91,-20,-49,-47,37,
现金及现金等价物净增加额(万元),21433,-9753,-460,-13309,6862,15637,-5124,-2682,
加:期初现金及现金等价物余额(万元),23827,23827,24286,24286,24286,8650,13774,16456,
期末现金及现金等价物余额(万元),45259,14073,23827,10978,31149,24286,8650,13774,
净利润(万元),,,17134,,7178,13999,11763,8757,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,,1474,,833,1368,891,321,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,10257,,5010,8037,6942,6293,
无形资产摊销(万元),,,251,,116,253,258,223,
长期待摊费用摊销(万元),,,619,,318,629,551,467,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-87,,6,-211,-21,-51,
固定资产报废损失(万元),,,2,,,2,,355,
公允价值变动损失(万元),,,,,21,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,,703,,476,522,1400,1680,
投资损失(万元),,,-89,,-40,-62,-712,-380,
递延所得税资产减少(万元),,,-138,,-42,-81,-99,-89,
递延所得税负债增加(万元),,,377,,170,175,132,95,
存货的减少(万元),,,-696,,318,-9912,-157,-5566,
经营性应收项目的减少(万元),,,-13207,,-13924,-7721,-30042,-3988,
经营性应付项目的增加(万元),,,-6295,,5574,17001,17001,6722,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,3500,
经营活动产生现金流量净额(万元),,,10304,,6014,24000,7907,18340,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),45259,14073,23827,10978,31149,24286,8650,13774,
现金的期初余额(万元),23827,23827,24286,24286,24286,8650,13774,16456,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),21433,-9753,-460,-13309,6862,15637,-5124,-2682,

