报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
投资活动现金流出小计(万元),5975,4168,7391,4756,3818,10353,8535,2315,
投资活动产生的现金流量净额(万元),-3670,-4032,-7136,-4609,-3697,-10036,-7671,-2302,
吸收投资收到的现金(万元),55487,,,,,708,613,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),295,88,273,217,190,,7171,964,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,3356,176,
筹资活动现金流入小计(万元),55782,88,273,217,190,708,11140,1141,
偿还债务支付的现金(万元),223,128,487,439,136,534,1798,1419,
分配股利、利润或偿付利息所支付的现金(万元),11,7,66,93,60,17697,15142,2212,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),577,131,637,427,391,383,3255,795,
筹资活动现金流出小计(万元),811,266,1190,959,587,18614,20195,4425,
筹资活动产生的现金流量净额(万元),54971,-178,-917,-743,-398,-17906,-9056,-3284,
汇率变动对现金及现金等价物的影响(万元),-329,310,253,279,51,442,-508,581,
现金及现金等价物净增加额(万元),55468,-1417,13429,4129,232,-16021,-1357,2629,
加:期初现金及现金等价物余额(万元),25170,25170,11741,11741,11741,27761,29118,26489,
期末现金及现金等价物余额(万元),80638,23752,25170,15870,11973,11741,27761,29118,
净利润(万元),,,10409,,3631,13877,5214,12239,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,,419,,98,226,53,707,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,2042,,938,1635,1897,2148,
无形资产摊销(万元),,,61,,27,37,18,12,
长期待摊费用摊销(万元),,,206,,87,117,37,1,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-56,,-72,12,-57,37,
固定资产报废损失(万元),,,,,,,,,
公允价值变动损失(万元),,,-127,,216,5,-1371,947,
递延收益增加(减：减少)(万元),,,-39,,-29,-57,-43,-14,
预计负债(万元),,,,,,,,,
财务费用(万元),,,-236,,-77,-412,598,-487,
投资损失(万元),,,440,,40,,-332,,
递延所得税资产减少(万元),,,257,,71,-210,197,-113,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,,-501,,1937,-380,-1622,-1592,
经营性应收项目的减少(万元),,,11764,,4771,-1537,2662,-9189,
经营性应付项目的增加(万元),,,-3429,,-7736,-1481,-938,2937,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,,21228,,4276,11479,15878,7634,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),80638,23752,25170,15870,11973,11741,27761,29118,
现金的期初余额(万元),25170,25170,11741,11741,11741,27761,29118,26489,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),55468,-1417,13429,4129,232,-16021,-1357,2629,

