报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
现金及现金等价物净增加额(万元),310,-52,8190,3264,-6175,4097,-1058,3158,-5196,11690,
加:期初现金及现金等价物余额(万元),22719,22719,14528,14528,20703,16606,15906,12748,17944,6254,
期末现金及现金等价物余额(万元),23028,22666,22719,17792,14528,20703,14848,15906,12748,17944,
净利润(万元),8561,4896,13933,10571,8693,5924,2820,4957,1757,3991,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),721,651,367,374,-77,1041,670,573,1622,893,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),1055,788,1592,823,1507,1406,712,1233,896,890,
无形资产摊销(万元),299,236,398,299,403,457,229,457,350,358,
长期待摊费用摊销(万元),,,,,,1,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,2,,,7,7,-1,7,-323,
固定资产报废损失(万元),,2,,,23,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),476,325,669,503,730,961,466,1112,1436,1949,
投资损失(万元),,,,,-23,-14,-3,-1,-78,-34,
递延所得税资产减少(万元),407,232,-430,-418,-62,-237,-96,-95,-351,-202,
递延所得税负债增加(万元),,,,,,-60,-1,-3,-3,-3,
存货的减少(万元),-565,-65,-5679,-7108,-7582,-125,-492,3910,-2272,-1516,
经营性应收项目的减少(万元),-1724,-4385,2148,283,-11034,-1651,-1946,-161,-1160,314,
经营性应付项目的增加(万元),-7093,-3680,1212,3175,11166,4693,1300,-2505,1919,-2194,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),-495,-266,242,-501,-667,-589,-319,-707,-13,49,
经营活动产生现金流量净额(万元),1643,-1265,14455,8000,3077,11813,3347,8770,4109,4173,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),23028,22666,22719,17792,14528,20703,14848,15906,12748,17944,
现金的期初余额(万元),22719,22719,14528,14528,20703,16606,15906,12748,17944,6254,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),310,-52,8190,3264,-6175,4097,-1058,3158,-5196,11690,

